# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = detection_model_bodymass_model
# start_datetime = 2025-12-02 02:51:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.98
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/scaggs.32/AppData/Local/Temp/RtmpSuVHd5/standata-7e48227376d6.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = C:/Users/scaggs.32/AppData/Local/Temp/RtmpSuVHd5/detection_model_bodymass-202512012151-4-172d3f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/scaggs.32/AppData/Local/Temp/RtmpSuVHd5/detection_model_bodymass-profile-202512012151-4-2cca81.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=detection_model_bodymass_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b_z.1,b_z.2,b_z.3,mu_b,sigma_b,p_z.1,p_z.2,p_z.3,alpha_z.1,alpha_z.2,alpha_z.3,u_z.1.1,u_z.2.1,u_z.3.1,u_z.4.1,u_z.5.1,u_z.6.1,u_z.7.1,u_z.8.1,u_z.9.1,u_z.10.1,u_z.11.1,u_z.12.1,u_z.13.1,u_z.14.1,u_z.15.1,u_z.16.1,u_z.17.1,u_z.18.1,u_z.19.1,u_z.20.1,u_z.21.1,u_z.22.1,u_z.23.1,u_z.24.1,u_z.25.1,u_z.26.1,u_z.27.1,u_z.28.1,u_z.29.1,u_z.30.1,u_z.1.2,u_z.2.2,u_z.3.2,u_z.4.2,u_z.5.2,u_z.6.2,u_z.7.2,u_z.8.2,u_z.9.2,u_z.10.2,u_z.11.2,u_z.12.2,u_z.13.2,u_z.14.2,u_z.15.2,u_z.16.2,u_z.17.2,u_z.18.2,u_z.19.2,u_z.20.2,u_z.21.2,u_z.22.2,u_z.23.2,u_z.24.2,u_z.25.2,u_z.26.2,u_z.27.2,u_z.28.2,u_z.29.2,u_z.30.2,u_z.1.3,u_z.2.3,u_z.3.3,u_z.4.3,u_z.5.3,u_z.6.3,u_z.7.3,u_z.8.3,u_z.9.3,u_z.10.3,u_z.11.3,u_z.12.3,u_z.13.3,u_z.14.3,u_z.15.3,u_z.16.3,u_z.17.3,u_z.18.3,u_z.19.3,u_z.20.3,u_z.21.3,u_z.22.3,u_z.23.3,u_z.24.3,u_z.25.3,u_z.26.3,u_z.27.3,u_z.28.3,u_z.29.3,u_z.30.3,v_z.1.1,v_z.2.1,v_z.3.1,v_z.4.1,v_z.5.1,v_z.6.1,v_z.7.1,v_z.8.1,v_z.9.1,v_z.10.1,v_z.11.1,v_z.12.1,v_z.13.1,v_z.14.1,v_z.15.1,v_z.16.1,v_z.17.1,v_z.18.1,v_z.19.1,v_z.20.1,v_z.21.1,v_z.22.1,v_z.23.1,v_z.24.1,v_z.25.1,v_z.26.1,v_z.27.1,v_z.28.1,v_z.29.1,v_z.30.1,v_z.1.2,v_z.2.2,v_z.3.2,v_z.4.2,v_z.5.2,v_z.6.2,v_z.7.2,v_z.8.2,v_z.9.2,v_z.10.2,v_z.11.2,v_z.12.2,v_z.13.2,v_z.14.2,v_z.15.2,v_z.16.2,v_z.17.2,v_z.18.2,v_z.19.2,v_z.20.2,v_z.21.2,v_z.22.2,v_z.23.2,v_z.24.2,v_z.25.2,v_z.26.2,v_z.27.2,v_z.28.2,v_z.29.2,v_z.30.2,v_z.1.3,v_z.2.3,v_z.3.3,v_z.4.3,v_z.5.3,v_z.6.3,v_z.7.3,v_z.8.3,v_z.9.3,v_z.10.3,v_z.11.3,v_z.12.3,v_z.13.3,v_z.14.3,v_z.15.3,v_z.16.3,v_z.17.3,v_z.18.3,v_z.19.3,v_z.20.3,v_z.21.3,v_z.22.3,v_z.23.3,v_z.24.3,v_z.25.3,v_z.26.3,v_z.27.3,v_z.28.3,v_z.29.3,v_z.30.3,mu_p,sigma_p,mu_alpha,sigma_alpha,sigma_u,sigma_v
# Adaptation terminated
# Step size = 0.0306713
# Diagonal elements of inverse mass matrix:
# 0.850397, 0.795998, 0.795352, 0.320059, 1.29682, 0.751514, 0.627688, 0.683664, 0.736283, 0.903957, 0.822996, 0.341986, 0.343618, 0.375976, 0.430169, 0.308093, 0.326455, 0.337948, 0.331606, 0.378184, 0.298724, 0.42055, 0.468704, 0.286284, 0.328799, 0.281321, 0.319812, 0.339006, 0.354871, 0.420043, 0.382125, 0.320958, 0.322062, 0.324107, 0.29472, 0.475634, 0.311167, 0.39807, 0.348239, 0.377807, 0.386669, 0.355546, 0.308166, 0.296897, 0.297466, 0.289502, 0.363484, 0.279045, 0.366802, 0.328831, 0.276627, 0.229533, 0.267241, 0.350198, 0.282973, 0.29287, 0.216409, 0.212249, 0.250937, 0.254186, 0.26229, 0.264791, 0.353429, 0.361011, 0.282363, 0.224648, 0.24845, 0.338896, 0.289221, 0.335672, 0.411704, 0.274671, 0.359006, 0.234998, 0.458756, 0.369333, 0.371318, 0.352957, 0.429556, 0.332653, 0.356676, 0.351936, 0.262749, 0.385432, 0.269473, 0.265378, 0.266443, 0.304296, 0.343366, 0.430687, 0.262142, 0.350778, 0.283781, 0.322788, 0.256482, 0.338836, 0.344933, 0.378683, 0.248339, 0.307737, 0.244229, 0.629846, 0.511787, 0.502291, 0.840202, 0.770165, 0.581846, 0.456401, 0.816546, 0.619685, 0.657268, 0.599289, 0.578562, 0.590579, 0.532366, 0.61655, 0.61511, 0.687471, 0.924281, 0.56098, 0.598288, 0.456384, 0.647167, 0.726703, 0.597903, 0.566278, 0.794122, 0.703432, 0.70828, 0.804676, 0.661412, 0.564655, 0.569425, 0.53442, 0.579039, 0.50178, 0.672088, 0.508489, 0.624574, 0.528988, 0.60247, 0.566583, 0.545114, 0.681336, 0.545337, 0.674168, 0.47096, 0.509766, 0.599442, 0.470566, 0.573304, 0.724921, 0.571442, 0.717972, 0.525076, 0.810731, 0.616915, 0.634309, 0.494131, 0.600649, 0.534873, 0.631387, 0.601427, 0.717752, 0.588373, 0.594467, 0.522856, 0.5432, 0.704189, 0.663857, 0.663792, 0.525031, 0.626604, 0.613233, 0.545243, 0.626914, 0.57249, 0.582342, 0.555306, 0.46511, 0.609653, 0.446239, 0.731285, 0.60877, 0.635699, 0.563983, 0.741482, 0.610721, 0.564428, 0.687021, 0.627643, 0.224003, 1.03464, 0.432758, 1.40816, 0.0532812, 0.0985494
-992.686,0.987934,0.0306713,7,127,0,1093.16,-1.44609,-0.998756,0.074521,0.301895,0.0496209,-1.43627,1.92447,-0.340812,0.398338,-0.322443,-0.284771,-0.671969,-1.43189,-0.636997,-0.200754,-0.378222,1.2039,1.53715,1.51403,0.704898,0.434963,-0.758845,0.0894943,-1.63317,-0.32983,2.02989,1.12536,-0.696037,-1.34337,-0.377819,0.445116,-0.210043,0.835007,1.01739,1.40699,-1.84741,0.829288,-0.948583,1.07402,-0.774363,0.433898,0.725432,1.77894,0.366078,1.52638,0.965372,0.119244,-1.34109,2.27702,-0.549124,-0.751032,-1.00025,-0.721651,-0.741786,0.112503,1.55825,-0.742915,-0.309968,-1.14593,-0.197004,-0.342041,0.876739,1.53409,-1.30971,-0.902415,-0.0337485,-1.17733,0.728363,-0.35541,0.434484,-1.97216,-0.493607,0.210382,-0.693087,-1.28182,-1.42556,-0.828194,-1.72627,-1.559,0.589194,-0.405309,0.937825,0.31877,-1.11834,0.355643,0.537993,-0.227513,1.33315,-1.03798,-0.264203,0.663913,1.2178,2.03629,0.188913,0.0889477,0.891388,-1.2243,-0.990661,-0.648497,1.91476,-1.17125,1.64083,0.508766,-0.0609572,-0.63342,0.0292702,0.330142,-0.960508,-0.26766,0.0953125,1.46611,-0.292375,0.631091,0.505568,1.06532,0.703274,-1.42719,1.00613,-0.80896,0.494417,-0.666371,0.306828,-0.121557,-1.01182,1.08853,0.755886,-0.511423,1.42109,-1.05356,0.155211,-0.844359,0.291221,0.380991,-0.859405,1.61627,0.100885,-0.825716,-0.504188,-1.22131,0.138196,-0.746393,0.888371,1.40722,-0.655164,-0.0913613,0.22261,0.346738,0.601072,-0.809654,0.259517,-1.55959,0.0918886,0.859183,0.0227401,0.0157833,-1.30646,-0.428905,-0.93722,2.61571,0.9948,0.444712,0.377232,-0.443664,0.0812058,-0.0205875,0.328302,1.46397,0.0154234,-0.943421,-0.984549,-1.24783,0.0630003,0.0876372,-0.171848,0.885028,0.0406394,2.0792,0.856618,-0.390989,1.50158,-0.241543,-0.223347,-0.181333,0.301757,-0.84808,0.175781,-1.69004,-0.223165,0.493922,-0.648885,-0.0872373,-0.708695,0.203813,-0.876904,0.335073,1.45415,1.0061
-1001.87,0.995636,0.0306713,7,127,0,1098.7,-0.0705596,-0.247419,0.815658,0.182809,0.0983931,0.185142,0.248982,0.863291,-1.53562,2.11991,-0.418629,-0.586918,-1.33049,-0.588988,-1.64325,0.301848,1.14123,0.746655,0.824738,0.199139,0.224298,0.838437,-1.0189,-0.464341,-0.527972,1.62053,1.46732,-1.3577,-0.180171,-0.659138,-0.915743,0.0831847,0.395336,-1.22367,1.12496,-1.72892,1.28863,-0.312625,1.42617,-0.882929,-0.565942,1.12613,1.94895,0.124572,1.60952,-0.438837,0.71141,-1.06921,0.824754,-0.826607,-0.507325,0.224002,-0.285054,-0.276825,0.481604,1.95957,-0.650544,-1.20777,-0.704826,-0.267641,-0.319427,-0.0614341,0.88175,-2.08596,-0.847709,0.187451,-0.15309,1.02,-0.743368,0.193757,-1.50525,0.326763,-0.925165,-0.0902153,-0.548585,-1.12182,0.248829,-1.06226,-1.02113,0.736842,-0.0808653,-0.304108,-0.312071,-0.668753,-0.453126,0.510025,0.139614,1.8139,-0.305976,-0.273575,-0.256066,0.335833,2.03978,-0.365494,0.403609,1.55706,-1.22081,-0.44732,0.305426,1.26417,-0.697157,3.37427,-0.0677623,-0.663097,-1.84691,-0.862778,0.397526,0.810778,-0.738139,-0.128731,-0.677718,0.259821,0.66075,0.788504,0.966467,1.97101,-0.373247,0.540961,-0.502106,1.26588,0.176119,0.56192,0.361725,-1.59616,1.05504,0.302423,-0.438735,1.06115,-1.34861,-0.260826,1.68581,1.52939,-0.151796,-0.795133,0.476569,0.0733385,-1.01247,-0.0614135,-0.31319,1.28367,-0.625508,1.86385,-0.467045,0.035272,0.221778,0.338099,-0.15545,1.69113,1.54514,-0.774633,0.610138,-0.804352,0.943958,-1.10968,1.39249,-1.61509,-1.25218,-1.49811,1.31224,1.03613,-0.32641,0.534995,0.915041,0.359027,-0.40105,1.27823,1.91584,-0.763749,-0.973168,-0.37679,-0.873568,0.548108,-0.964971,-1.64692,0.62105,-0.496924,0.727793,0.318376,0.0883597,0.112115,0.471167,0.187761,0.441297,0.011437,-0.291226,0.368803,0.287596,0.612866,1.03582,-1.02148,-0.540164,-0.820571,0.626633,-1.14564,0.199328,1.4161,1.23004
-1010.54,0.997142,0.0306713,7,127,0,1103.94,0.241842,0.0710707,-0.703081,0.649982,0.951942,-1.15457,0.847871,1.23793,0.788193,-2.78866,0.404922,0.553415,-0.355442,-2.45509,-0.480762,0.955933,1.23961,0.766771,2.08742,-0.650213,0.654933,-0.219141,-1.12349,-1.76536,-0.85958,0.0568006,0.328694,0.60648,-0.893499,-1.61312,-0.772673,-1.26313,1.05965,1.76903,1.4189,-1.27546,0.350454,-0.631265,-0.265663,-1.25482,-0.706805,2.35445,1.04956,0.223123,1.43608,0.904602,0.946164,-0.0526652,0.639555,-0.533694,-1.08745,-1.18967,-0.816048,-1.48447,-0.661517,1.7714,-0.252387,1.1892,-0.312482,-1.22651,-1.49678,0.910043,0.693578,-1.2573,-0.0352037,-0.122408,-0.437675,1.7012,0.273588,1.67011,-0.306411,0.248124,-0.0561967,-0.426613,-0.442774,-0.515252,-0.933946,-1.17747,-0.420992,1.57056,-0.813029,0.320932,1.6986,-1.13185,0.620115,1.56842,-0.588083,1.23877,-1.47907,-0.482389,0.392822,1.33202,1.67957,-0.419469,0.63024,0.262103,-1.00308,-0.623025,-0.172152,2.15808,-1.30186,0.525012,-0.606697,0.879232,-0.746265,-0.0530447,0.87948,0.848101,-2.11837,1.82778,1.66091,0.0741733,0.693148,0.47187,1.59701,1.61573,-0.927354,0.614743,1.17672,1.62264,-1.18113,0.0963796,-0.509334,0.319188,-0.982211,-1.57986,-0.389792,1.12001,-1.33769,-0.549675,-0.853268,-0.24218,-0.185152,0.254863,0.407574,-1.47949,-1.04922,-2.12969,0.329641,-0.25423,-0.225832,-0.217254,0.733935,0.270199,0.455988,-1.44726,0.919849,0.503026,-1.39144,-0.0955727,-1.40011,-0.257014,0.449525,-0.459168,-0.0541516,-0.812542,-2.0687,-1.10458,0.197496,1.11566,-0.586735,0.162166,-0.287861,-0.8414,1.13929,-0.356051,1.99593,0.769456,-0.108073,0.662621,0.668929,-0.301394,-0.129255,-0.184952,-0.158796,0.109014,1.14828,-0.061586,-0.693916,1.59506,2.67498,0.888481,-0.160129,-0.347866,-0.508874,0.0567772,-0.580067,0.925581,1.43576,-1.3141,2.32684,-0.461975,0.26922,-1.59517,0.0490585,1.21777,0.719614
-1004.29,0.997337,0.0306713,7,127,0,1106.03,1.0787,1.6232,0.315091,-0.343626,0.561989,-1.87268,0.878169,1.89298,-0.39268,-0.714891,-0.584321,-0.576146,-0.0248959,-1.17854,-0.683316,0.58628,0.176584,-0.0415706,1.78668,-0.673315,1.05822,-0.130863,-2.28487,-0.753709,-1.12237,0.1507,0.191434,0.110084,-0.558621,-0.0896221,-0.719359,-0.784769,-0.211681,0.602109,1.97442,-1.6324,0.716008,-1.38394,-0.0815024,-0.842189,-1.44709,0.635367,1.62573,0.670821,0.614816,0.373976,1.89213,-1.18021,1.27272,-0.475394,-0.903354,-0.370018,-0.564995,-1.6057,-0.797719,2.8608,0.391007,0.0589043,0.20932,-1.49535,-1.09124,1.09437,1.34364,-0.816947,-0.678606,0.0328021,-0.164928,1.47465,-0.245411,1.38663,0.014558,0.236678,-1.11346,-0.480792,-1.65262,-0.621608,0.500351,-0.227302,-0.112419,1.32245,-0.0588827,0.349235,-0.0647014,-0.316271,0.858874,-0.102617,0.909037,1.32668,-0.513151,-0.293274,0.947578,0.300029,1.16906,-1.14367,0.214663,0.64626,0.0170172,-1.13595,0.325906,1.55492,-0.266093,0.442604,-0.0293512,0.801871,-1.27021,1.29551,0.485337,0.603155,-0.131365,2.04896,2.49974,-0.573191,0.370986,0.163415,1.8399,0.36339,-0.524059,1.0247,-0.876718,0.614307,-0.357612,-0.358585,-0.828105,0.913334,-0.226037,-0.478205,-0.748288,0.915712,-1.17469,0.0774865,0.630459,-0.133791,-0.390588,0.902469,2.47406,-0.0525759,-2.58955,-0.383539,-0.477856,-1.52132,-0.474527,-0.960246,0.109389,0.100019,-0.932222,-0.375523,0.650757,0.880292,-0.927796,0.450238,-1.01337,0.456724,-1.48226,0.335932,0.107192,-1.32623,-0.763361,-1.38898,1.30168,-0.0399228,0.49247,1.11182,0.387539,-1.74708,0.074901,-0.796197,1.60126,-0.837816,-1.01823,0.925843,-1.56695,0.646775,-0.768894,-0.0964742,-1.08918,-2.36806,0.558649,-0.339809,-0.147142,1.13496,2.08611,-0.480643,-0.23336,0.457009,-0.423642,1.24972,-0.702016,2.69369,1.75383,-1.31507,0.111008,-0.125321,0.126949,-1.3806,0.28714,1.3601,0.428403
-1014.37,0.99486,0.0306713,7,127,0,1115.69,0.41581,0.037556,0.2443,0.902401,0.878812,1.17244,-0.56256,0.536585,-0.263429,0.0989666,-0.264542,0.342195,-1.20631,-0.317926,-0.83591,0.312665,2.35548,1.14135,0.643257,-0.471415,0.377512,-0.114873,-0.889525,-0.342371,-0.986894,0.0191375,-0.282695,-0.751441,-0.514594,-0.860401,-0.895547,-0.480447,0.914411,-0.00294315,-0.307542,-1.2896,0.705625,0.3019,0.381784,-1.68034,-1.15145,1.53714,2.24695,0.47905,1.81438,0.618601,0.481168,-0.528112,0.335757,-0.597256,-0.254439,-0.502331,0.428303,-0.236628,-1.3555,2.54659,0.126295,-0.451754,-0.302833,-1.47097,-1.66724,0.662269,1.20721,-0.137883,0.0260461,0.478802,-0.355055,2.53537,0.838887,1.39164,-2.14789,0.516703,-1.10338,0.687672,-0.295051,-0.878132,-0.817117,-1.02313,-1.04459,1.0298,-0.56424,-0.0156554,1.7684,-1.36039,-0.0393707,0.20287,-0.577151,2.21819,-1.34781,-0.911649,-0.388838,2.06229,0.774868,0.157976,0.952184,0.203346,0.062154,-1.39182,-0.508405,2.47246,-0.117764,1.84226,1.29453,-0.851671,-0.369197,-0.857394,-0.317596,1.12978,0.0556866,2.91161,0.903268,-0.36451,0.181964,0.070727,2.25819,-0.33055,0.0183229,0.83207,-1.08055,0.911572,0.729242,1.15657,-1.8797,0.372538,1.69809,-1.13036,0.876562,0.444488,-1.5569,-0.748771,0.103418,1.06526,-1.46165,-0.290438,-1.12893,1.16484,-1.49941,-1.11901,-1.08464,1.38664,-1.88657,1.38318,0.0377327,1.28993,-0.313802,-1.61251,-1.03649,2.70301,-0.34049,-0.965934,-1.59134,0.122515,-0.833195,-1.90595,1.07766,-1.58872,0.672173,0.508397,1.14251,2.26287,-0.623296,0.510659,0.634203,1.03296,0.947191,1.47402,2.45874,0.594326,-1.01314,-0.517706,0.620794,-0.271902,-1.18942,0.700665,-0.803945,0.592949,0.602779,3.10451,-0.384226,1.67829,0.716678,-0.0978393,1.80501,0.604613,-0.621708,-0.128713,-0.461889,-0.367853,-0.340572,-1.02465,-0.783086,-0.594836,0.0809494,-1.95933,1.19182,1.85303,0.963947
-1000.25,0.990364,0.0306713,7,127,0,1099.93,0.0739951,0.626826,-0.777411,0.526134,0.139647,-2.32461,1.38995,-0.902235,0.114095,0.241181,0.113729,0.351719,-0.324506,-1.00297,-1.43917,0.204399,1.28242,0.0649128,1.71306,-0.481762,0.213236,0.150388,-1.83901,-1.43752,-0.519836,1.31278,1.30164,0.508224,-0.315521,-0.31766,-0.746823,-0.0237795,-0.0106799,0.370154,0.768964,-1.02758,0.332875,-1.6531,0.00784613,0.189206,-0.370393,0.72329,1.03357,0.631277,0.572568,0.491008,0.732926,-0.248657,1.2053,-1.14734,-1.47339,-0.20289,-1.50778,-1.10833,-0.149221,2.51222,0.775654,0.153964,-0.438113,0.315938,0.377815,1.03371,1.47929,-1.59702,-0.606238,-0.45011,-0.648171,0.45653,-1.97038,0.147366,-0.124367,0.27881,-0.601254,-0.860357,-2.50005,-1.27095,-0.0372951,-0.179676,-1.58727,1.16044,-0.696093,0.374451,0.365629,-1.08884,1.30801,0.309637,0.415867,0.889992,-0.0527473,-0.680819,1.99876,1.09978,0.825289,-1.14289,-0.695146,-0.185164,-1.45652,-1.3831,0.5634,0.45765,-0.571604,0.834261,-0.560031,-0.112633,-2.00326,-0.12401,0.311931,-0.979832,-2.24353,-1.00474,-0.128218,-0.339471,1.12725,-0.263895,0.0125164,0.791116,-1.06067,0.162086,-1.05117,1.02599,-1.74763,-0.185196,-0.363453,-0.910422,-0.550739,0.156632,-1.6346,0.45824,-0.507161,0.052451,-0.535885,0.436923,0.676251,-1.53979,1.11974,-2.52004,-0.454255,-0.152168,-1.07832,-0.753578,-0.776677,-0.173329,0.411868,-1.08365,-0.452821,-0.371543,0.891337,0.434763,-0.362412,-0.775999,-0.196082,0.224453,0.238489,0.746067,-0.328398,-1.27443,-2.10359,-2.02617,0.162231,0.319507,0.350331,0.352685,0.839833,-1.14799,-0.415705,-1.1958,1.09415,-1.03908,0.247774,-0.147585,-1.20971,0.882405,-0.572049,-1.49855,-0.367479,-2.5017,1.42383,-1.05658,-0.169925,0.440749,1.10087,-0.428108,-0.764526,0.559384,-0.0477461,0.822654,0.0522477,2.22753,0.352957,-0.0892622,0.519823,-0.725558,0.0688474,-0.902758,0.185913,1.65591,1.12767
