# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = detection_model_bodymass_model
# start_datetime = 2025-12-05 13:48:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.98
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/scaggs.32/AppData/Local/Temp/RtmpUFXpkg/standata-9b5cbae6ed5.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = C:/Users/scaggs.32/AppData/Local/Temp/RtmpUFXpkg/detection_model_bodymass-202512050848-4-2006fa.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/scaggs.32/AppData/Local/Temp/RtmpUFXpkg/detection_model_bodymass-profile-202512050848-4-92d6b3.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=detection_model_bodymass_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b_k.1,b_k.2,b_k.3,p_z.1,p_z.2,p_z.3,alpha_z.1,alpha_z.2,alpha_z.3,u_z.1.1,u_z.2.1,u_z.3.1,u_z.4.1,u_z.5.1,u_z.6.1,u_z.7.1,u_z.8.1,u_z.9.1,u_z.10.1,u_z.11.1,u_z.12.1,u_z.13.1,u_z.14.1,u_z.15.1,u_z.16.1,u_z.17.1,u_z.18.1,u_z.19.1,u_z.20.1,u_z.21.1,u_z.22.1,u_z.23.1,u_z.24.1,u_z.25.1,u_z.26.1,u_z.27.1,u_z.28.1,u_z.29.1,u_z.30.1,u_z.1.2,u_z.2.2,u_z.3.2,u_z.4.2,u_z.5.2,u_z.6.2,u_z.7.2,u_z.8.2,u_z.9.2,u_z.10.2,u_z.11.2,u_z.12.2,u_z.13.2,u_z.14.2,u_z.15.2,u_z.16.2,u_z.17.2,u_z.18.2,u_z.19.2,u_z.20.2,u_z.21.2,u_z.22.2,u_z.23.2,u_z.24.2,u_z.25.2,u_z.26.2,u_z.27.2,u_z.28.2,u_z.29.2,u_z.30.2,u_z.1.3,u_z.2.3,u_z.3.3,u_z.4.3,u_z.5.3,u_z.6.3,u_z.7.3,u_z.8.3,u_z.9.3,u_z.10.3,u_z.11.3,u_z.12.3,u_z.13.3,u_z.14.3,u_z.15.3,u_z.16.3,u_z.17.3,u_z.18.3,u_z.19.3,u_z.20.3,u_z.21.3,u_z.22.3,u_z.23.3,u_z.24.3,u_z.25.3,u_z.26.3,u_z.27.3,u_z.28.3,u_z.29.3,u_z.30.3,v_z.1.1,v_z.2.1,v_z.3.1,v_z.4.1,v_z.5.1,v_z.6.1,v_z.7.1,v_z.8.1,v_z.9.1,v_z.10.1,v_z.11.1,v_z.12.1,v_z.13.1,v_z.14.1,v_z.15.1,v_z.16.1,v_z.17.1,v_z.18.1,v_z.19.1,v_z.20.1,v_z.21.1,v_z.22.1,v_z.23.1,v_z.24.1,v_z.25.1,v_z.26.1,v_z.27.1,v_z.28.1,v_z.29.1,v_z.30.1,v_z.1.2,v_z.2.2,v_z.3.2,v_z.4.2,v_z.5.2,v_z.6.2,v_z.7.2,v_z.8.2,v_z.9.2,v_z.10.2,v_z.11.2,v_z.12.2,v_z.13.2,v_z.14.2,v_z.15.2,v_z.16.2,v_z.17.2,v_z.18.2,v_z.19.2,v_z.20.2,v_z.21.2,v_z.22.2,v_z.23.2,v_z.24.2,v_z.25.2,v_z.26.2,v_z.27.2,v_z.28.2,v_z.29.2,v_z.30.2,v_z.1.3,v_z.2.3,v_z.3.3,v_z.4.3,v_z.5.3,v_z.6.3,v_z.7.3,v_z.8.3,v_z.9.3,v_z.10.3,v_z.11.3,v_z.12.3,v_z.13.3,v_z.14.3,v_z.15.3,v_z.16.3,v_z.17.3,v_z.18.3,v_z.19.3,v_z.20.3,v_z.21.3,v_z.22.3,v_z.23.3,v_z.24.3,v_z.25.3,v_z.26.3,v_z.27.3,v_z.28.3,v_z.29.3,v_z.30.3,mu_p,sigma_p,mu_alpha,sigma_alpha,sigma_u,sigma_v
# Adaptation terminated
# Step size = 0.0198609
# Diagonal elements of inverse mass matrix:
# 0.470268, 0.413163, 0.366482, 0.741829, 0.660561, 0.727659, 0.829814, 0.903955, 0.757042, 0.367987, 0.36169, 0.479043, 0.518066, 0.327376, 0.37561, 0.427167, 0.360023, 0.3939, 0.312341, 0.378405, 0.475542, 0.372152, 0.40679, 0.359583, 0.355847, 0.328004, 0.296678, 0.3558, 0.433651, 0.344919, 0.343302, 0.334515, 0.336489, 0.57293, 0.398315, 0.417996, 0.322624, 0.526295, 0.35658, 0.444967, 0.393314, 0.286522, 0.324914, 0.286665, 0.272026, 0.299103, 0.292146, 0.307436, 0.296593, 0.264129, 0.343984, 0.328258, 0.29433, 0.365663, 0.251844, 0.269821, 0.269359, 0.359462, 0.379511, 0.341224, 0.343801, 0.33047, 0.280206, 0.245755, 0.249487, 0.319251, 0.261531, 0.329848, 0.491415, 0.288922, 0.389629, 0.265031, 0.465783, 0.426445, 0.323833, 0.326177, 0.401623, 0.330168, 0.328106, 0.274892, 0.36182, 0.400059, 0.334069, 0.298656, 0.317368, 0.275162, 0.372126, 0.398115, 0.290382, 0.371661, 0.33634, 0.272682, 0.272403, 0.363764, 0.435646, 0.425598, 0.289381, 0.420248, 0.398421, 0.569897, 0.601583, 0.630635, 0.776772, 0.712824, 0.545017, 0.523335, 0.798959, 0.500216, 0.659823, 0.678613, 0.609067, 0.55468, 0.614547, 0.561739, 0.64582, 0.629101, 0.691955, 0.54324, 0.670329, 0.653654, 0.734303, 0.645409, 0.546899, 0.803751, 0.756183, 0.663393, 0.682167, 0.697799, 0.696917, 0.5684, 0.524531, 0.730858, 0.455138, 0.527875, 0.595311, 0.616466, 0.56625, 0.387968, 0.688356, 0.554837, 0.584965, 0.527759, 0.457059, 0.442979, 0.4506, 0.500712, 0.495781, 0.481997, 0.515895, 0.653304, 0.514733, 0.565571, 0.503176, 0.62652, 0.591222, 0.536992, 0.441434, 0.520208, 0.624577, 0.478053, 0.533429, 0.525, 0.509131, 0.493188, 0.408601, 0.576661, 0.571418, 0.550236, 0.634871, 0.508513, 0.63662, 0.635414, 0.589203, 0.811726, 0.573122, 0.507615, 0.629715, 0.502528, 0.625434, 0.560699, 0.609304, 0.640962, 0.515111, 0.486173, 0.675637, 0.599293, 0.420199, 0.716405, 0.687826, 0.230393, 1.03115, 0.419739, 1.23321, 0.0604406, 0.104632
-958.901,0.995538,0.0198609,8,255,0,1051.86,0.287742,1.3429,0.429519,-0.509284,0.413281,0.395126,-0.542817,-1.30176,-0.581798,-0.414038,-0.657878,-0.854482,-0.789209,0.142302,1.60527,0.631435,0.628435,-0.144905,-0.359408,0.570404,0.0327885,-1.05316,-1.19492,1.0233,1.06324,-0.7431,-0.0424446,-0.670325,-0.831887,0.242089,0.55372,0.982685,0.569111,-0.865091,1.89448,-0.328084,1.0293,-0.162957,-0.585976,0.542648,1.73618,-0.094137,1.69306,0.871243,0.721406,-0.358153,1.21851,-0.690978,-1.5969,-1.85407,-0.749176,-0.133618,-0.854904,1.83611,-0.211776,-0.29667,-0.0557987,-0.380482,-1.49314,0.582765,1.27227,-0.664399,-0.327676,-0.393151,-0.674127,0.715731,-0.54521,0.971098,-0.526771,-0.0121085,-0.496753,0.012697,-1.03815,-0.707481,0.137423,-0.113877,-0.90958,0.876828,-1.04802,0.0755661,0.956314,-1.1155,0.405891,0.572461,-0.20731,1.30699,-1.35748,-1.48791,0.137847,2.24782,0.713135,-0.808628,0.296074,-0.2508,-0.707719,-1.25642,-0.0130077,0.813316,-0.773333,1.56247,0.524529,0.203932,-1.53359,-0.986872,1.73986,2.35596,0.390799,0.796692,0.158769,-1.48671,0.324855,-0.330928,1.80336,-0.367779,-0.413549,0.175944,-0.782071,-0.241868,-0.89193,-0.100478,-1.02915,-0.143257,0.289049,-0.188263,-1.37956,0.718913,-1.33989,-0.042165,0.256465,0.133569,0.0787406,-1.57258,0.625614,-0.0248448,-0.486213,0.0204471,-0.222692,1.50315,0.110777,1.03892,-0.696273,0.823864,1.1404,-0.559394,0.136221,2.49739,-0.24919,0.246252,-0.722018,0.368825,-0.159187,-1.33229,-0.388252,-1.52336,0.203715,-0.34004,3.3581,1.04238,0.40261,1.13182,0.208525,-0.747979,0.277117,-0.115192,1.70216,0.0499317,-0.867501,-0.568273,0.597435,0.165278,-0.318135,-0.419007,-0.531303,-0.630813,1.45822,1.20485,-0.715509,0.394368,0.778454,-0.694491,-0.281609,-0.584801,-0.681043,0.0212071,-1.11836,0.199085,0.0765607,-1.24004,-0.37316,-0.658654,0.678909,-0.399318,1.4848,1.6702,0.834724
-977.53,0.984368,0.0198609,8,255,0,1055.48,0.773573,1.06686,0.989163,-0.600899,-0.279129,-0.327766,-1.17854,-1.58972,-1.6889,-0.615331,-0.273552,-0.626234,0.173335,0.62442,1.82297,0.487617,1.31505,-0.605248,-0.260286,-0.419231,-0.445532,-0.786553,-0.676449,0.712986,0.20422,0.389203,-0.45239,-0.75906,-0.713549,-0.0932155,0.198858,-0.320538,0.514314,-0.498056,1.87895,0.469826,0.708213,-1.12475,0.204566,0.663867,1.73283,-0.700615,1.24607,0.475449,1.42101,-0.315453,1.67306,-0.385934,-1.71356,-0.179408,-0.683013,0.00912393,-1.34876,1.6596,-1.31684,-0.127024,-0.61555,0.0253734,-1.14313,0.769544,0.991764,-0.943097,-0.601902,-0.795758,0.470096,1.0677,0.309501,0.461437,-0.864089,0.487559,-0.65536,-0.135023,-0.764455,-1.10663,-0.155963,0.042082,-0.676416,1.13164,-1.46616,0.0493635,1.38463,-0.755021,0.336573,0.29609,0.490749,2.29383,-1.49814,-0.541467,0.974821,3.28011,1.11889,0.58452,0.0489553,-0.319853,-0.582515,-2.22315,0.310266,1.52985,0.654158,2.52288,-0.865842,0.61241,-1.23099,-0.215246,0.798932,1.46461,0.60031,0.53513,-0.0353145,-0.412778,0.0993803,0.234667,1.76318,-0.275321,-0.244876,1.28545,-0.552224,0.569849,-0.834061,0.444858,-1.40304,0.182076,-0.0779228,-0.756004,-1.47108,-0.927345,-0.700912,-0.259304,-0.104491,1.38181,0.436242,-0.549538,1.64979,-1.40182,-0.192228,0.552194,0.40107,1.10441,-1.07307,0.603903,-0.0315088,0.475451,0.436189,-0.779387,1.05575,1.89649,0.287009,-0.51214,-0.989913,0.497866,0.232636,-0.806508,0.241127,-0.104764,0.178708,-1.11158,2.83845,1.77905,-0.167514,1.30724,0.872105,0.204033,0.287123,-0.249545,2.31014,-0.232444,-0.139271,-1.42391,0.538272,-0.189182,-0.906484,-0.596428,-0.303767,-1.68013,0.699873,0.608379,-0.895453,0.146408,0.804219,-0.0673176,-0.208233,1.72203,-0.635057,-0.0440649,-0.0114708,0.729224,-0.323678,-0.740676,-0.540473,-0.0446511,1.79631,-0.47787,0.949018,1.69866,1.17446
-995.381,0.969727,0.0198609,8,255,0,1084.17,1.02704,1.95655,0.386799,-1.30064,0.521643,0.0822987,-0.0176822,-0.516794,-0.134349,0.091568,-0.470351,-1.37553,-0.486555,0.727356,2.03494,0.678673,1.70049,-0.926642,0.0795114,0.416995,-0.950258,-0.594772,-1.11154,1.98937,0.254715,1.66751,0.180611,-0.603393,-0.439577,-0.483067,-0.338301,0.488536,0.767066,-0.832539,1.1341,-0.903538,1.29805,-1.84059,-1.75793,2.27733,0.470184,0.100886,0.927927,0.354308,0.106987,-0.809688,0.874009,-0.963626,-1.31872,-0.499104,-0.616338,-0.793173,-1.03476,1.86845,-0.521274,-0.420629,-0.978619,-0.634927,-1.66475,-0.150547,-0.330387,-1.31416,0.0615588,-0.677784,-0.4007,1.59763,-1.05358,0.186394,-0.980085,0.831705,-0.804825,0.319265,-1.47145,-1.48883,-0.746418,-0.535466,-3.08982,1.67015,-0.783175,0.638382,0.558917,-1.84657,0.0830588,0.686467,0.182331,1.32812,0.0517032,-1.12389,0.110513,0.453041,1.36066,-0.652257,0.404839,0.0597192,-1.04006,0.013189,0.270231,1.59726,-1.22027,0.830488,-0.599214,-0.275609,-2.15266,-2.04947,0.568642,0.552901,-0.486311,-0.446071,-0.216301,-0.342308,0.0921682,0.646771,0.87868,0.342222,0.285069,0.307396,0.396056,0.727284,-1.67652,-0.527599,1.0875,-1.48456,1.49541,1.54738,-0.886562,0.618918,-0.197491,-2.28431,-0.466741,-0.0656223,0.826743,-0.0341665,0.70418,-0.0188484,-0.461257,0.292321,0.157536,-0.0295451,-1.13739,0.205871,0.227604,1.08402,-1.08351,0.137201,0.824778,1.86572,-0.314768,-0.773139,-0.00120806,-0.5527,2.03248,0.908177,1.10456,-0.790133,-1.33224,-1.12827,2.56178,1.08926,1.23699,0.667819,0.578256,-0.141621,0.687066,0.17477,1.36445,-0.0370776,-0.941013,-1.80651,-0.744882,0.789028,-0.872924,0.253,0.728119,-0.641841,0.547548,2.09259,-0.0858871,1.349,-0.39702,-1.35158,1.2772,-1.73392,-0.193153,-0.485503,-0.849824,-0.402976,-0.167051,1.16473,-1.38021,-0.373155,0.565456,-1.2328,2.71627,1.42445,0.463419
-989.158,0.98437,0.0198609,8,255,0,1089.15,0.769454,1.99266,0.871015,-1.6317,0.325771,0.0456676,-0.0212688,-0.5932,-0.140728,-0.159007,-0.784496,-0.604873,-1.62026,0.6658,1.62534,1.23271,1.24476,-0.976046,0.777966,0.086577,-0.839171,-1.91303,-0.612445,1.65731,-0.0260241,-0.512791,-0.242647,-0.494793,-0.0910669,-0.00779389,1.045,0.640645,0.548481,-0.799932,0.276493,-0.569216,0.0347567,0.452998,1.01059,0.881378,1.10103,0.0686944,1.02212,0.225101,0.876887,-1.1116,1.72671,-0.600244,-0.525205,-0.558287,-0.836374,-0.368399,-0.824631,1.38415,-0.320547,0.201499,-0.26052,-0.811814,-0.878655,0.658945,0.282005,-1.18217,-0.155544,0.241081,-1.24266,1.27506,-1.39048,2.4416,-1.08195,0.459015,-1.47874,0.566074,-1.28074,-0.86887,-0.451405,-0.717743,-2.0467,1.92008,-0.0625545,1.13167,0.804933,-0.977004,0.0400016,1.44269,0.15,1.77708,-0.638478,0.201373,0.554767,0.147909,1.24485,-0.942755,0.265773,-0.113278,-0.747084,-1.7487,0.502495,2.22543,-1.00472,2.03945,0.443433,0.00983962,-1.06928,-0.382559,0.202048,-0.260969,0.701001,1.91303,0.082879,0.367215,0.786633,-1.32234,1.08358,0.236381,-0.827258,-0.0132189,-2.10265,0.530205,0.459873,0.919557,-1.93261,-0.409334,0.060442,-1.94883,0.137944,0.960803,-1.24392,1.56871,0.889509,0.597436,-0.460253,-0.457521,0.175835,-0.410016,-0.134027,-0.340572,-1.8829,0.652436,-1.8533,0.739248,0.00697474,-1.42865,1.61055,-1.64188,0.589347,1.30081,-0.206878,0.30775,-1.87021,1.07774,-1.64191,-2.00297,0.253768,-1.89522,0.0167319,-1.43931,0.38121,1.28204,0.584899,-0.116104,0.568045,-0.421184,-0.665081,-0.720994,1.95041,-0.687576,-1.57291,1.44069,0.0579647,-0.90783,-0.811556,0.626078,0.806951,-0.94697,1.3314,-0.115073,0.730993,0.213175,0.138789,0.663032,-0.500636,1.70482,-0.341737,0.742497,-0.112521,-0.419853,0.454124,-1.41016,0.595112,-0.728749,0.19014,-1.48523,1.21906,1.62112,0.808638
-1011.86,0.99808,0.0198609,8,255,0,1101.36,0.174622,0.460241,0.0279262,-1.12611,0.45921,0.0835733,0.782125,-0.795554,0.709711,-1.03448,0.244769,-0.359983,-0.413291,0.173531,0.586375,1.58618,0.899032,-0.7612,0.572114,0.0443057,-2.31771,-0.069696,-0.319752,0.00240565,0.369454,0.376965,0.488303,0.200775,-1.09409,-0.0333153,0.428118,-0.235442,0.595129,-0.391828,0.858061,0.0565557,1.21423,0.470242,-2.15038,1.81761,0.719028,0.333444,2.20958,0.625832,0.466275,-1.51007,1.47538,-1.40859,-2.16732,0.23432,-0.800298,-0.659034,-1.18932,1.76909,-0.0112835,0.611207,-1.59584,-0.841386,-0.864624,-0.018173,0.514653,-1.43194,-2.38939,-0.466494,-1.47311,1.27818,-0.662746,2.91652,-0.873586,1.24028,-1.02755,-0.431609,-1.79841,-1.66395,-0.488581,-1.085,-1.86122,1.92829,-0.678474,0.711536,0.692635,-1.82686,0.0468591,1.41543,0.35081,1.14841,-0.514831,-1.15449,0.237363,0.730069,1.37398,-1.01742,0.676737,0.135133,-1.46197,-2.23724,-0.308542,1.95462,-1.36405,1.3244,-0.437604,1.31818,-0.901358,-0.802291,-0.158252,0.456622,-1.14042,-0.295593,-0.102845,-1.52602,-0.352341,1.18902,0.520681,-0.187663,-0.328714,1.00935,-0.241808,0.789378,-1.47981,0.909415,0.395607,-0.832651,-0.0330729,0.278035,0.831105,0.992768,0.355704,-1.77685,-0.458437,-0.436486,2.28455,-1.30575,1.32285,-0.0954812,-1.64372,0.182373,0.650234,0.0608049,-0.0536098,0.670131,0.117927,1.7744,-1.05445,0.631073,0.691442,1.1667,0.471248,-1.24526,0.344631,0.21566,1.56055,1.06526,0.114738,-1.37788,-2.2947,-0.812315,1.77219,1.36727,0.205073,0.803889,2.19811,-0.445642,0.407526,-0.0044222,2.88337,-0.965415,0.625876,-2.17996,-0.481677,1.38471,-1.40412,-1.12122,-0.0486222,-0.496523,0.438253,0.807272,0.318345,0.44959,-1.27011,-1.13925,-1.12993,-0.339413,-0.773718,0.137837,0.896083,-0.847858,0.440695,-0.939007,0.00383875,-0.363882,0.423534,-1.20494,0.202509,1.25719,0.58908
-995.905,0.991506,0.0198609,8,255,0,1096.78,0.487868,0.924319,2.0032,1.29727,0.477222,-0.606532,-0.651192,0.0897195,-1.24059,0.681988,-0.485655,-0.886313,-1.8014,1.00141,0.940633,0.157268,1.16689,0.330513,0.684258,0.397246,-0.448802,-1.03779,-0.593951,1.34793,0.22846,-0.00679774,-1.20662,-1.33875,0.0906127,-0.442423,0.893566,0.790455,1.28434,-1.89635,1.19483,-1.27994,-0.608737,-1.49017,0.776285,0.711242,1.56641,0.112938,0.892369,0.093976,0.886785,0.0622389,0.352615,-1.48585,-0.481471,-1.17579,-0.537643,-0.993629,-0.730055,1.95444,-0.114224,-0.849741,1.02647,-1.05242,-0.984808,1.14975,0.961427,-0.457432,0.712489,-0.0316859,-0.196314,0.977477,-0.725884,-0.685649,-1.62714,-0.665251,-1.72272,0.306128,-0.941389,-0.524529,-0.549646,-0.796874,-1.1366,0.169814,-0.767405,-0.631511,0.781863,-0.888779,0.334023,0.47284,-0.942908,1.95765,-1.26349,-0.73777,1.025,0.818114,0.0288308,-0.664758,-0.298498,-0.690398,-0.0492323,-0.62958,0.43392,0.563915,0.517576,1.37858,1.57267,-1.17642,-1.02858,-0.144861,0.813328,0.792385,-0.99507,0.790454,1.40724,0.671824,1.90535,-1.13751,1.73259,0.343676,-0.91937,-0.544053,-1.29191,0.453856,0.261087,0.509712,-1.48482,0.287387,0.875319,-1.19612,-1.05127,0.172564,-1.33413,0.646971,-0.33568,0.239944,-1.25254,-0.645928,0.204435,0.128388,-0.913101,-0.476524,-1.5566,0.978782,-0.442713,1.16321,0.34239,-1.42606,0.756808,0.113978,1.59853,2.88084,0.200246,0.669387,-0.74834,-0.283539,-0.0954871,-0.291427,0.330206,-1.12942,0.151501,-0.585438,0.551706,0.460327,-0.688667,-0.237019,0.089133,0.0237925,-0.361879,1.64244,0.878402,0.311299,-0.760388,0.294465,0.914797,-0.722786,0.23737,0.141513,-0.13402,-1.62375,0.755221,0.51677,-1.18691,0.0602068,1.14174,1.67518,0.965943,-0.510862,-0.395503,-0.257464,-1.20129,1.58941,-0.87305,0.451782,-0.331729,-0.0504935,0.502298,-2.16253,0.487476,1.1683,0.695821
