# 0.491294, 0.432799, 0.337484, 0.590007, 0.61159, 0.655837, 0.841325, 0.841331, 0.910291, 0.416316, 0.407054, 0.378412, 0.467532, 0.304819, 0.345714, 0.386711, 0.39613, 0.486879, 0.317713, 0.421263, 0.541204, 0.367648, 0.476649, 0.366759, 0.341086, 0.305399, 0.298682, 0.438516, 0.460902, 0.299316, 0.364664, 0.350735, 0.367065, 0.507642, 0.389214, 0.367381, 0.397912, 0.339118, 0.339452, 0.337367, 0.345321, 0.279778, 0.365116, 0.288324, 0.298668, 0.280974, 0.296596, 0.324143, 0.307261, 0.264453, 0.242588, 0.341134, 0.378693, 0.356584, 0.294537, 0.254328, 0.215935, 0.366887, 0.281119, 0.297275, 0.355043, 0.277274, 0.232415, 0.259482, 0.317567, 0.337043, 0.309108, 0.372644, 0.472626, 0.234164, 0.400572, 0.261027, 0.396254, 0.416285, 0.303181, 0.311834, 0.476177, 0.367318, 0.351997, 0.252682, 0.302718, 0.431807, 0.282871, 0.260335, 0.24858, 0.281589, 0.334993, 0.306785, 0.312496, 0.366018, 0.343766, 0.354375, 0.278352, 0.348692, 0.38604, 0.46392, 0.250122, 0.312589, 0.286514, 0.561011, 0.57635, 0.649455, 0.789318, 0.841641, 0.609177, 0.597873, 0.625227, 0.631608, 0.618009, 0.728881, 0.636353, 0.569838, 0.73012, 0.560419, 0.70281, 0.521451, 0.703404, 0.75049, 0.764821, 0.566702, 0.659569, 0.708394, 0.499204, 0.857726, 0.707856, 0.569217, 0.836031, 0.722139, 0.721375, 0.532819, 0.51224, 0.663117, 0.525469, 0.592403, 0.659252, 0.474303, 0.682536, 0.593178, 0.629952, 0.50064, 0.473969, 0.635792, 0.477195, 0.507952, 0.506617, 0.562781, 0.556411, 0.584045, 0.516013, 0.684292, 0.604471, 0.577168, 0.515933, 0.669216, 0.590995, 0.590147, 0.510002, 0.565846, 0.556375, 0.561037, 0.514158, 0.668082, 0.65111, 0.554837, 0.443862, 0.524746, 0.560932, 0.716323, 0.661789, 0.54442, 0.623301, 0.719082, 0.59475, 0.733346, 0.478294, 0.480383, 0.505961, 0.489644, 0.603969, 0.579773, 0.694485, 0.640148, 0.520462, 0.508777, 0.662672, 0.591246, 0.622852, 0.687564, 0.616347, 0.204803, 0.963396, 0.409812, 1.27529, 0.0554666, 0.0883043
-986.065,0.981724,0.029728,7,127,0,1118.97,0.301176,0.335067,-0.178186,-1.28936,-0.682153,-1.00942,-1.42871,-0.72595,-0.652931,-0.0506628,0.0825558,0.110864,-0.0627635,1.63145,1.22008,1.49754,1.0331,-0.874762,0.333874,0.406638,-1.06647,-1.83424,0.410547,0.601609,0.134286,1.94651,0.458933,-1.41535,-0.332981,0.243581,1.34498,0.23967,0.636273,-0.435988,1.73408,-0.44728,1.18891,-0.466987,-0.647129,1.95155,0.484635,0.391292,0.738444,0.138911,0.697328,-0.257053,0.448005,-0.466703,-1.26671,-0.649754,-0.95695,-0.123117,-0.918804,1.59666,0.355816,-0.366275,-0.838719,-0.979765,-1.64994,0.723778,0.120082,-1.02211,-0.467977,-0.152838,0.54906,1.96575,-0.15062,0.201729,-0.994938,-0.781454,-0.839144,-0.264166,-1.98802,-1.13915,-0.195705,-0.692178,-0.9739,0.928028,-0.593929,0.61066,0.0516113,-0.353669,-0.280169,0.674662,-0.296376,1.9097,-0.314967,-0.48179,-0.16906,0.796914,1.07856,-0.338515,-0.507306,0.37561,-0.319875,-1.8433,0.309601,2.93121,-0.083839,1.55528,0.704507,1.13558,-1.21099,-1.26174,0.0490273,0.0145389,-1.48837,1.11411,0.726477,-0.423569,0.0803962,0.549372,0.424498,-0.00733685,-1.1044,-1.1719,-1.12764,1.21945,-0.630547,0.613557,-1.30959,-1.49906,-0.1302,-0.560163,-0.161338,0.600895,0.504192,-0.298562,0.302038,0.26428,0.703412,-0.871258,0.801355,1.09925,-0.266297,-0.995529,-0.958114,1.71997,-0.384666,0.739992,-1.21005,1.06043,0.0458402,-0.197318,-0.310035,1.15187,0.217327,0.659181,-0.239103,0.619924,-0.182757,0.250096,0.518597,-2.16841,-1.38165,-0.751976,1.25693,1.50978,0.145432,-0.269257,1.34586,-0.528933,0.685492,0.267526,4.18226,0.655597,-1.28408,0.436474,0.953113,1.69579,-1.19573,-0.377152,0.522983,-1.21681,-0.0171085,0.851826,-0.091023,1.49581,1.75207,0.631301,1.31076,1.39665,0.111333,1.06276,-0.112172,1.30511,1.53749,0.738931,-0.484938,0.682328,1.23874,-0.886548,0.363475,1.67174,1.05601
-990.616,0.949109,0.029728,7,127,0,1083.23,1.20647,0.765789,1.22612,-1.01727,-0.483455,-0.851616,0.230538,-0.277043,0.17433,0.034244,-1.31538,-0.566829,-1.15164,0.101092,0.539517,0.399079,1.1224,0.12283,1.22715,-0.167906,-1.81009,0.122396,-1.74444,0.389805,0.387927,-1.17657,-0.701023,0.409913,-0.488445,0.063881,-0.0208093,0.0583614,0.428369,-1.31567,1.30105,-0.392022,-0.618342,-0.970301,-0.555833,1.31242,1.34097,0.560569,2.00408,0.916947,0.651567,-0.554215,1.24886,-1.81117,-0.306149,-0.351774,-0.759295,-1.49563,-1.59979,2.55361,1.13448,-0.944824,-0.358523,-0.577151,-1.22769,0.631782,1.14596,-1.17068,1.17916,-0.468533,-0.63467,1.9413,-1.09626,1.12538,-1.92754,1.03815,-0.749701,-0.691899,-0.520518,-0.579907,-0.282463,-1.59845,-1.65569,1.79257,-1.16568,-0.223142,0.979398,-1.60657,0.881941,0.18645,1.01559,1.19228,-1.43827,-0.936835,1.21967,0.754789,1.31094,-0.427493,0.966531,-0.0641634,-1.18372,-1.12942,-0.479515,0.492754,-0.481764,0.856371,0.111629,-0.890611,-0.400659,-0.0633335,0.79243,1.00557,-0.568001,0.0212543,-0.0163579,-0.955189,0.959137,0.0261579,1.40484,0.758799,-0.525749,1.24319,0.162292,0.25088,-0.946838,0.481577,0.336167,0.676715,0.895784,-0.296985,0.0627562,0.786095,-2.74343,-1.04073,-0.820199,1.12107,0.103117,1.10231,0.154629,-1.9626,-1.56714,0.798398,0.719662,-0.211328,-0.406196,0.956472,0.956607,0.207759,-0.259019,-0.103539,1.15001,2.39298,0.850615,-0.0839297,0.170471,-0.0309323,1.46798,1.4855,0.570181,-0.215798,-0.839064,0.479014,0.888536,2.49381,-0.158704,0.22661,-0.130253,0.557817,-0.178069,0.341575,-0.289533,-0.758969,0.195145,-1.01723,-0.978465,-0.549208,-0.73223,-0.55338,-0.38021,-0.654762,1.75838,-0.00186029,0.270943,0.967158,0.286749,-0.0251715,-0.15177,-0.382388,0.25515,-0.00395804,-0.458913,-0.101984,-0.375562,-1.29691,1.12311,0.3117,1.13638,-2.1294,0.403799,1.46695,0.98954
-979.668,0.99699,0.029728,7,127,0,1074.01,1.13973,1.45752,0.139568,-0.241282,-0.516954,0.0798398,-0.704709,-0.424799,1.14999,-0.748418,-0.834689,-0.877236,-0.735179,0.711221,1.12228,-0.543945,0.91876,-1.02122,1.11276,-0.347795,-1.93568,-0.93941,-0.624699,-0.122874,0.389968,0.916029,0.784624,-0.548097,-0.243017,0.158256,0.813087,0.730972,-0.498181,-0.900484,0.873174,-1.04328,0.552294,-1.03641,-1.42976,0.945926,1.1389,0.795343,2.52455,0.911863,-0.00791935,-1.09082,0.478695,-1.93304,-0.486409,-1.28003,-0.876087,-0.448106,0.0802336,4.00352,-0.103874,-0.0173034,0.0821962,-0.328093,-1.60628,0.335232,1.13701,-0.897841,0.743333,-0.614007,0.0971047,1.96409,0.340623,0.282782,-1.3849,-0.0642019,-0.695143,-0.0977678,-1.44005,-2.49624,-0.0822531,-0.574378,-1.32039,2.10376,-0.978187,0.304655,0.427774,-2.83818,0.234626,0.417287,-0.000155857,2.34071,-1.45422,-0.82988,0.497485,0.000117107,0.938386,-0.581645,0.343532,-0.0140012,-1.21392,-2.12364,0.421342,1.90647,0.36389,1.07499,0.267617,0.156166,-0.768743,-1.47181,0.162872,0.89146,-0.4246,1.46685,1.27102,0.428306,1.42127,0.011814,0.696025,0.529955,0.26322,0.667574,-0.351166,0.236718,-0.467181,1.05513,-1.11462,-0.251499,0.687979,-1.16933,0.705457,0.47302,-0.677235,0.341076,-0.358081,0.442814,0.502593,-0.226204,1.08525,0.602698,-2.34375,0.669936,-1.46948,1.15592,-1.06704,1.50616,-0.0570323,1.93471,-1.47485,-0.87267,0.254694,1.77726,1.44862,-0.445029,-0.751726,-0.284608,0.419167,0.175292,-0.403028,-0.833022,-0.600629,-0.92592,0.718996,0.665542,-1.45074,0.302262,-0.439764,0.00776945,-1.22679,0.0964999,2.03497,-0.0923769,-0.811544,0.28088,0.26539,0.958286,-1.49909,-1.49115,1.01207,-1.29212,1.0708,0.221131,-0.215938,0.265855,0.00811715,0.204837,0.177532,1.03196,-0.290568,-0.344071,-1.54894,-0.258596,0.411195,-0.39393,-0.26981,0.221419,0.776586,-2.38992,0.493583,1.205,0.941625
-994.604,0.985016,0.029728,7,127,0,1082.45,1.88117,1.09099,0.97228,-0.763902,0.602792,-0.50235,-0.564527,-0.546526,0.180935,0.179951,-1.22609,-0.705347,-1.44406,0.850044,1.22969,0.0276093,1.87529,-0.011902,0.160857,-0.270168,-1.81307,-1.42227,-1.82395,-1.10387,0.272456,-0.77011,-1.7847,-0.440136,-1.33074,-0.0462039,0.666281,0.070598,0.526369,-0.497187,1.03513,0.757342,0.41916,-1.05724,-0.79207,0.532934,2.02243,0.347906,1.56661,0.151327,0.947654,-1.32296,0.874272,-1.14012,-0.0584278,-0.714984,-1.43253,-0.60041,-1.22084,3.6769,-1.39143,-0.13733,-0.492159,-0.610181,-2.72545,0.799084,1.45978,-1.02099,-0.229232,-0.354722,0.12802,1.46818,-0.59532,1.2816,-0.401801,-0.241464,-1.38135,-0.204158,-1.55639,-0.974743,-0.327386,-0.786623,-0.427695,1.98371,-0.342454,-0.40962,0.852951,-0.767687,-0.0820249,-0.206987,-0.20619,1.86341,-0.583808,-0.446042,2.26704,-0.13937,1.92301,-0.126479,0.258141,0.727209,0.563138,-2.34708,0.397049,1.41553,0.27816,1.10455,1.38535,0.375702,-1.84476,0.162765,-0.417319,-0.502142,-1.05627,0.465365,-0.267851,-1.98588,0.517946,-1.47703,1.89859,0.281572,-0.732432,0.805901,-0.657348,0.316657,-0.558124,0.282426,-0.140182,-0.283359,0.0296957,-0.193978,0.228961,-0.84382,-1.41896,-0.521087,-0.555292,-1.5304,0.200979,-0.557002,0.711799,0.390327,-1.31974,-0.00701449,-0.825943,0.608183,0.0325648,0.389758,0.3143,-0.10365,-1.0078,-2.02642,1.38605,1.36985,0.374594,0.00106658,-0.462822,0.298855,-1.27846,-0.148566,-0.213634,-2.34936,-2.44178,-1.64681,0.973397,0.804294,-0.488157,-0.103386,0.0725255,0.214134,-0.475195,-1.21262,2.80399,-0.833858,-1.61219,0.631788,0.295781,0.0429222,-1.9764,-0.707145,0.323106,-1.32678,1.17785,-0.605401,0.47245,1.67628,0.431369,-0.175434,-0.744259,0.872592,-1.10727,0.0866683,-0.889015,-0.145459,0.780444,0.336627,-0.170063,-0.333168,0.483253,-1.88392,0.599833,1.42173,0.76004
-989.857,0.990022,0.029728,7,127,0,1091.49,-0.223389,1.68782,1.30242,-0.23504,1.27141,0.326232,1.21402,-1.65367,-0.371069,-0.627199,0.253319,-0.337703,-1.7898,0.0258909,1.92101,0.587384,1.18045,-0.950772,1.11028,1.08737,-1.02444,-0.240587,0.0629701,1.803,0.253013,0.367082,-0.0647145,-1.07921,0.0258685,0.93841,0.519409,0.539577,0.941507,-1.18259,2.50626,-2.15613,0.246279,-1.39016,-1.15284,0.675532,0.589903,0.11829,0.99826,1.06394,1.29209,-0.636093,0.633735,-0.18535,-1.08644,-0.461765,-0.278548,-0.546478,-1.32056,2.57005,1.23215,0.45248,-0.499032,-1.02777,-0.172371,0.427306,0.0953123,-0.684559,0.437356,1.20866,-1.71483,1.36592,-0.0278945,0.252776,-2.62191,-0.279548,-1.09508,-0.231386,-1.15267,-2.50534,-0.895652,-0.697406,-1.89411,1.54162,0.48563,0.995762,0.500037,-2.12115,0.210609,0.974015,-0.694261,1.69966,-1.26655,-1.47678,0.432304,1.8856,1.17191,-0.365288,-0.145087,-1.51276,-1.29316,-1.45221,0.902442,1.54571,0.0797072,1.4458,-0.857035,-0.822159,-0.161533,-1.60059,0.78965,0.529525,-1.50321,0.728163,0.732185,0.96595,0.488666,1.00183,0.00790298,1.07134,-0.669488,0.169994,-1.23618,0.569489,-0.647588,0.933484,-1.08106,-0.484637,1.05661,-1.40507,-0.833816,1.35336,-0.523156,-0.881122,-0.396868,1.65417,0.302055,-1.13423,0.160338,-0.663882,-0.585679,-0.274221,-0.609074,-0.168363,-1.30665,1.42919,-0.132034,-0.17124,0.669629,0.947846,0.305097,1.21485,-0.106981,-0.491293,-0.686865,-0.439487,0.938899,0.317588,0.788883,-0.464838,0.442262,-0.721792,1.2568,1.07495,0.302067,0.361391,1.12197,-0.811415,0.280964,0.0243912,0.950948,0.665488,0.0658889,-0.851227,-0.745612,0.578748,-0.121551,-0.949709,-0.0511674,-0.805831,1.05344,1.48892,-0.891337,0.139932,0.350765,-0.318384,0.550405,-1.31376,0.401349,-0.127531,0.106977,0.743392,0.315741,-1.71248,-0.0329709,-0.383439,0.774062,-1.93099,0.772031,1.05945,0.58807
-986.614,0.991037,0.029728,7,127,0,1086.48,0.200353,1.29159,1.00791,0.523111,-0.340615,0.655728,-0.344021,-0.846062,-0.747378,-0.0331368,0.403381,-0.262042,-2.12442,1.34542,1.04243,0.856723,1.60507,0.6184,0.879068,-0.700109,0.213006,-1.30668,0.843892,0.37322,0.421198,0.352418,0.785634,-0.551424,-0.744725,-0.517232,0.156634,-0.411524,1.45935,-1.47115,1.01753,-1.9092,1.5882,-0.840252,-0.0745797,1.05896,1.08009,-0.354495,1.06124,0.665436,0.766914,-1.13702,2.10384,-2.38632,-0.517901,-0.279691,-0.112053,-0.424931,-2.39669,2.66228,-0.43445,-0.539262,-0.898712,0.00359169,-0.132847,0.228547,1.2467,-1.12582,-0.593476,-0.696142,-0.105845,1.55034,-0.346513,0.592507,-0.98035,1.11499,-1.1714,0.603878,-1.29656,-1.29697,0.170995,0.241978,-0.68151,1.08026,-1.05349,0.274862,1.27391,-0.71885,0.439235,0.0329856,-0.358609,1.81797,-0.598853,-1.04501,2.63552,0.781359,1.19985,-0.605375,-0.463166,0.103792,-0.772812,-1.84301,-0.225549,1.53488,-0.177501,0.517062,0.831981,1.33083,-2.59616,0.311788,-0.686889,0.366844,-0.263144,0.560578,0.560828,-1.0159,0.872289,-0.392367,2.43534,0.146376,-0.978429,0.710587,0.316384,0.498466,-1.13542,0.398488,-0.157159,0.196643,0.329131,0.490244,-0.629295,0.608868,-0.906001,-0.257905,-0.313044,-0.317888,1.25911,-0.275995,1.11177,-0.241371,-2.04069,-0.0866415,-1.29128,0.547462,0.590471,0.159785,1.22797,0.396159,0.937909,-1.06529,1.77228,1.54757,1.1303,-0.187829,0.503879,0.653168,-0.316552,0.112159,1.23338,-2.56995,-1.50312,-1.00544,0.955642,0.408938,-0.0776917,-0.656579,0.157153,0.34575,-0.707767,-0.418013,2.23299,0.680099,-1.78406,0.400065,0.383077,0.746877,-0.826826,-2.08203,-0.600643,-1.03065,0.759866,0.41485,-0.0611393,1.41054,-0.207874,0.137581,-1.38851,0.304872,-0.617073,0.502877,-1.25126,0.637805,-0.135528,-1.61459,-0.313373,-0.0269399,0.0840814,-1.62488,1.26356,1.24617,0.659646
-981.812,1,0.029728,7,127,0,1081.32,-0.80088,1.10421,0.250855,0.213786,0.335108,0.224852,-0.243131,-1.12633,-1.07059,-1.73174,-0.15793,-0.850861,-1.6188,1.46461,1.15879,0.662646,1.67676,0.0184415,0.856914,1.08291,-1.66321,0.565621,-0.690416,0.997476,0.588372,0.162871,-0.832703,-0.00328264,0.267214,-0.195175,0.721656,0.9801,0.977364,-2.24082,2.26334,-1.0149,-0.509094,-1.95894,-0.0355962,1.37391,1.39119,-0.291411,1.29063,0.211287,-0.158714,-0.602829,0.101153,-0.0777005,-2.0437,-1.07521,-1.31436,-0.808818,-1.40679,3.07297,-0.000348949,-0.0711456,-0.885618,-2.45453,-1.85511,0.451133,0.449486,-1.76663,-0.663578,0.173987,-1.42517,1.62586,-0.795292,0.470746,-1.41389,0.364482,-0.518557,-0.165278,-0.596109,-1.52046,-0.161416,-0.75248,-1.05628,1.74334,-0.667038,0.46604,1.03948,-1.85574,0.0427488,1.09909,0.525606,1.10757,-1.19723,-0.470722,0.618714,0.679699,1.61374,-1.45559,1.06224,0.620145,-2.38207,-1.5511,0.461044,1.17074,0.324651,1.65298,-0.406128,-1.5381,-0.387113,-1.58303,0.840233,0.325332,-1.20055,1.04376,0.450463,-0.407666,0.976272,0.0785825,-0.367288,0.931292,-0.139061,0.0696768,-1.27973,0.478566,-0.19745,2.3693,-1.46448,-1.13088,1.5579,-2.49258,-0.478784,0.661134,-0.370424,-0.367646,0.10199,1.23948,-0.339916,-0.579026,-0.453877,-0.280609,-0.432249,-0.63306,-1.52594,0.175603,-0.687875,0.783576,0.149423,-0.32731,-0.343736,-0.32231,-0.23694,1.16402,-1.00124,0.434671,-1.01715,-1.04532,0.719095,0.256195,0.928495,-1.52851,-0.871942,0.250471,0.789166,1.5438,-0.0075155,-0.117124,0.799896,-0.809594,0.874727,0.715683,1.35419,-0.386165,-0.991137,-1.41412,-1.30206,0.387381,-0.208694,-0.716117,0.821218,-1.76821,1.20209,0.597446,0.0459743,0.179343,0.843614,-0.28193,0.504774,-0.514031,0.386131,-0.127914,-1.67655,0.412317,0.652168,0.108963,0.43312,0.0949299,0.596822,-1.25684,0.671231,1.1984,0.633558
-989.397,0.990188,0.029728,7,127,0,1067.87,0.364271,1.42204,0.465813,-0.27281,-0.142182,-0.45133,-0.511772,-0.822004,-0.539157,-1.17432,-0.384854,-0.815025,-1.89635,1.56187,1.24813,0.708603,2.0253,0.122426,0.892708,1.27381,-1.92332,-0.205461,-0.922011,0.0670655,0.761466,0.662156,0.33396,-0.430854,0.0846493,-0.315193,0.869852,0.830845,1.46956,-1.38357,1.53493,-0.369169,0.158342,-1.92192,-0.328305,1.70739,0.936516,-0.971385,1.55665,0.252778,0.416374,-1.2173,0.0202916,-0.615649,-1.13689,-0.569926,-0.606063,-1.09462,-1.76255,2.91864,-0.191381,-0.0656313,-0.967987,-2.72474,-1.57307,0.588867,0.683134,-1.74616,-1.24935,0.249397,-1.96495,1.22328,-0.520523,0.389142,-1.69521,-0.0698546,-0.943942,-0.516022,-1.01625,-1.18482,-0.0603963,-0.58641,-0.524926,2.43299,-0.577168,0.5054,0.649163,-1.7761,0.566908,0.663952,0.960974,1.13242,-1.36328,-0.173652,1.1771,0.944942,1.76169,-1.49845,0.945362,0.86677,-2.12932,-1.68062,0.34767,1.14009,-0.77301,1.1249,-0.242177,-2.17448,0.24521,-1.17397,0.676095,0.143484,-1.17018,1.53597,0.286886,-0.62349,-0.161202,-0.126385,0.367329,1.17625,0.651742,-0.129598,-0.212579,1.18451,0.367083,0.98341,-0.268858,-1.39344,1.36583,-1.14565,-0.39954,1.0883,-0.194629,-0.345422,-0.129541,1.19059,-0.44169,-2.33552,-0.495358,0.275027,-1.06158,-0.423025,-1.08192,0.584769,-0.588752,1.6812,-0.372299,0.0370812,-0.140803,-0.174678,0.414757,1.46328,-0.975893,0.454602,-1.4815,-1.20783,0.352579,-0.218581,0.405124,-1.60008,-1.02601,-0.239053,1.09176,1.76441,0.00505032,-0.213892,1.26771,-0.512189,-0.227545,0.59616,1.96467,-1.58019,-1.78005,-0.553901,-1.08013,0.348485,0.168356,-0.135537,1.12327,-1.52647,1.52954,0.154261,-0.507636,1.29071,-0.0228422,-0.0146556,-0.185471,-0.120404,1.81418,-0.0878296,-1.91178,0.835522,0.530579,-0.260283,0.488823,0.209349,1.04697,-0.992258,1.55604,0.89452,0.659277
-988.828,0.988395,0.029728,7,127,0,1090.92,2.02157,1.10918,0.856161,-1.72934,1.2171,-0.265115,-1.48635,0.452362,1.34166,0.917082,-0.0617763,-0.304597,-0.126256,-0.262415,1.57384,1.32813,0.722701,-0.547812,0.656776,-0.610277,-0.535904,-1.03299,0.112098,1.92961,-0.0575299,-0.400446,-0.682181,-1.06783,-1.57117,0.213456,0.820155,0.643863,0.267257,-0.598103,0.850487,-0.659387,0.823231,0.47389,-0.609847,1.08723,1.45516,0.99948,0.863138,0.386397,1.2048,0.0325944,1.78614,-1.15189,-1.02494,-0.158709,-0.71172,-0.676608,-0.358526,0.900327,0.226226,0.0246143,0.0499034,0.805142,-0.402623,0.74765,0.820646,-0.259432,0.0353788,-0.306535,0.0525949,1.51297,-0.63078,0.625526,-0.644501,0.950561,-0.276861,0.313118,-1.1345,-0.840967,0.311671,-0.264542,-2.00003,0.53447,-0.523041,0.445792,2.21728,-0.454786,0.989889,0.713576,-0.414923,2.68185,0.169139,-0.887185,-0.0531522,1.23727,0.598175,0.353582,0.167646,-0.202267,0.862477,-0.607863,0.497008,2.6929,0.363615,1.65915,0.700639,1.45587,-1.98274,-0.568545,-0.148792,0.662855,-0.894454,0.5625,0.784181,-0.902955,0.983971,0.319416,1.44997,0.357406,-1.89543,1.36489,-1.62119,1.79195,-1.42714,0.235962,-1.08207,1.38597,-0.233649,-0.344932,-0.304671,-0.43705,-1.41018,-0.088863,-0.337629,0.158558,0.550233,1.28511,1.07888,-0.826003,-0.964345,-0.254164,-1.17422,0.638659,-0.985503,0.467402,1.08326,-0.232725,-0.422727,-0.659255,0.747288,2.17912,0.877034,-1.44795,0.351919,1.39214,-0.508369,-0.787,0.642528,-1.42058,-1.26067,-1.34316,0.65472,1.34538,0.132498,0.193868,0.11003,-0.322022,0.0631042,-0.8699,1.16894,0.650099,0.574381,-0.553373,0.497256,0.177994,-1.85747,-1.13481,-0.281149,-0.527363,0.831314,1.08011,0.0599531,1.32812,1.48653,0.207276,0.560304,0.37017,-1.82666,0.718065,0.911459,-0.062464,0.900638,-1.12,-0.97966,-0.904972,0.251245,-2.05735,0.182443,2.3119,1.26131
-985.734,0.995361,0.029728,7,127,0,1091.04,1.20727,1.19718,0.430715,-0.49496,1.23612,1.67756,-0.362535,0.683971,0.188221,-0.0566355,-1.47652,-0.523889,-1.10276,0.479707,0.263315,0.873119,0.693498,0.185164,-0.00173148,-0.127744,-1.05532,0.61928,-1.76046,0.803795,0.532346,0.146777,-0.178907,-0.108912,-1.31174,-0.586221,1.10717,-0.286464,1.07646,-1.77376,0.395382,0.334937,0.904404,-1.39159,-0.0311605,0.746746,1.96777,0.900056,1.2952,0.623703,0.288898,0.119826,0.198691,-0.662785,0.130946,-0.634479,-0.548059,-0.86203,-0.0288496,3.0454,1.03988,-0.0476614,-0.349365,-0.774815,-1.33443,1.34325,0.717157,-1.14251,-0.429583,-0.320836,-0.910261,0.710494,0.326964,1.06402,-0.501837,1.09074,-0.770788,-0.600518,-2.03366,-0.862089,0.241615,-0.574628,-3.11485,1.40564,-0.814705,-0.162221,0.319936,-1.23913,-0.290559,0.240106,0.423999,1.1202,-0.799328,-0.759136,1.40725,0.955748,1.38273,-0.342756,0.0962231,0.616428,-0.382308,-1.2703,-0.268249,1.4351,-0.796507,1.47022,0.212636,-0.27041,-0.904633,-1.57849,0.147168,0.590299,-1.26477,-0.808688,0.530522,0.955244,0.532396,0.733836,0.227561,0.373294,-1.88277,0.104134,-0.171461,1.56599,-0.972098,-0.147298,-1.4127,0.149342,0.360055,1.05775,0.354567,2.54797,1.10353,-1.04626,-0.853097,-0.0612955,-0.304688,0.275151,-1.2524,-0.286741,-0.703199,-0.224655,-0.342637,0.531919,-1.05243,0.587225,1.37111,1.63532,0.0629028,-1.72373,0.670669,1.86388,0.560722,-0.675776,1.66944,-1.09096,-1.20468,-0.60128,-0.288511,-1.54672,-1.23961,-0.404439,0.755246,1.94851,0.539639,-0.451199,1.92308,-0.454261,-0.179161,-0.186166,1.08779,-0.282368,0.0576189,-0.511855,-0.258173,0.410324,-0.843893,0.178559,-0.220055,-0.171644,1.72343,0.718384,-0.37211,1.49122,0.611807,-0.249538,0.554989,-0.389085,-1.00406,0.0838183,-0.22356,0.0983705,0.42125,-0.915984,0.168391,-0.855625,0.276944,-1.72464,0.12687,1.58258,1.05579
-981.967,0.990434,0.029728,7,127,0,1076.73,0.493489,0.638889,-0.0443152,0.143891,0.406532,0.700313,-0.210949,-0.195671,-0.819029,-0.668541,-0.011684,-0.648304,-1.63599,0.335375,2.93449,1.12944,2.62081,-0.342797,1.37532,0.326533,-1.80396,-0.441256,-1.62457,0.974512,-0.311603,-0.0845006,-0.144513,-0.622122,0.492771,0.776049,0.868245,-0.147971,-0.194087,-1.08499,1.77914,-0.176114,0.371802,-0.548009,-1.46688,1.59855,1.13209,-0.0335927,0.939438,0.445562,0.837621,-0.595615,0.832352,-0.782709,-1.48371,-0.781081,-0.494148,-0.672254,-1.15639,1.17089,-1.10628,0.301922,-0.376043,-0.864619,-0.492133,0.512651,0.67095,-0.638269,-0.573652,0.0389358,-0.823361,1.58183,-1.27404,0.475491,-1.69577,0.223389,-0.801608,0.240044,-0.763045,-1.47451,0.233107,-1.01802,-0.356656,0.96994,-0.866993,0.249105,0.846459,-1.20697,1.0066,0.889068,0.14848,1.07486,-0.479092,-0.162199,0.181795,0.889613,1.57431,0.0422123,0.407468,-0.00203909,-2.21831,-0.998752,0.256687,1.4299,0.548806,0.344515,0.712602,0.674701,0.0880621,-1.86214,-0.338862,0.734769,-1.24803,-0.237739,1.22422,-1.11282,0.565901,1.24845,1.06221,0.314946,-0.974332,0.512403,-0.385096,-0.186184,-0.431195,0.388497,-0.713869,-0.904373,2.02705,-0.432022,0.543303,0.494615,-0.100039,0.12254,0.0682709,0.707746,-0.777069,-1.77999,1.77472,-0.385857,-0.262206,-1.12987,-1.6344,0.521638,-1.0982,0.316401,-2.59926,-0.286042,0.36779,0.780808,-0.508387,1.51548,0.332466,0.00566624,-0.896525,1.04755,0.920277,0.484062,0.531947,-0.64973,-0.887854,0.582195,2.50066,0.957966,-0.512227,-0.189451,0.935448,-0.387504,-0.934624,-0.905194,2.28493,0.00223644,0.425209,-0.930581,-0.0807604,-0.662857,-1.15666,-0.733935,0.513971,-2.31599,1.10185,0.449463,-0.256988,1.79389,0.916413,0.315561,0.497232,-0.241646,1.51439,1.02505,0.154389,-0.487657,0.952953,0.557384,-0.742188,-1.58871,3.5108,-1.06772,1.70414,1.85467,0.722039
