# 0.770616, 0.842415, 0.754231, 0.307118, 1.56392, 0.705883, 0.552574, 0.62012, 0.884, 0.717316, 0.782591, 0.343326, 0.297996, 0.329037, 0.598617, 0.343421, 0.328354, 0.312564, 0.317084, 0.289399, 0.21998, 0.338393, 0.437914, 0.33971, 0.431682, 0.309198, 0.414562, 0.345129, 0.302828, 0.298673, 0.405414, 0.337671, 0.306679, 0.24235, 0.296001, 0.486735, 0.378023, 0.372482, 0.297726, 0.41704, 0.327021, 0.419974, 0.33581, 0.302509, 0.329136, 0.335849, 0.244713, 0.273696, 0.264018, 0.270359, 0.377946, 0.308109, 0.305455, 0.280742, 0.303635, 0.287968, 0.22018, 0.259907, 0.242428, 0.343802, 0.328154, 0.278609, 0.371762, 0.380851, 0.341797, 0.239079, 0.324388, 0.284731, 0.290117, 0.326717, 0.408142, 0.279996, 0.435854, 0.270901, 0.467855, 0.404884, 0.312892, 0.302689, 0.521408, 0.319771, 0.40618, 0.269514, 0.337814, 0.487166, 0.286887, 0.253791, 0.238436, 0.330764, 0.32176, 0.3284, 0.351152, 0.323157, 0.328972, 0.263901, 0.266899, 0.323766, 0.329695, 0.388357, 0.242995, 0.374893, 0.289122, 0.579951, 0.523214, 0.62841, 0.671152, 0.680474, 0.58978, 0.434618, 0.719994, 0.528599, 0.562113, 0.68137, 0.574129, 0.575292, 0.53426, 0.585338, 0.756296, 0.584029, 0.658247, 0.497218, 0.680194, 0.571033, 0.747755, 0.651304, 0.678348, 0.724776, 0.744873, 0.608948, 0.688016, 0.831191, 0.653603, 0.535135, 0.498604, 0.657579, 0.498233, 0.588109, 0.605925, 0.633263, 0.617387, 0.751619, 0.666034, 0.526623, 0.513424, 0.692499, 0.489728, 0.493557, 0.510176, 0.590235, 0.541509, 0.582653, 0.59574, 0.594976, 0.558248, 0.640955, 0.4554, 0.762198, 0.701119, 0.607317, 0.562645, 0.565041, 0.508412, 0.537303, 0.557022, 0.729609, 0.475276, 0.567093, 0.410034, 0.697666, 0.517508, 0.536203, 0.532347, 0.538243, 0.749837, 0.74416, 0.64091, 0.800248, 0.529382, 0.486375, 0.54435, 0.443607, 0.600967, 0.611766, 0.555301, 0.574697, 0.513788, 0.550127, 0.586796, 0.494239, 0.604157, 0.677579, 0.669979, 0.229222, 0.970458, 0.44467, 1.67413, 0.0478584, 0.0857127
-1022.68,0.981094,0.0319159,7,127,0,1099.51,-0.913245,1.69172,-0.701444,0.0517146,0.384761,0.663405,1.15128,-0.214652,0.629725,-1.53602,0.643805,-1.31877,0.272666,0.257457,-0.896862,0.833789,0.559394,0.75922,1.23245,0.0139697,0.276446,0.458366,-1.38536,-1.05764,-0.390838,1.02433,-0.431091,-0.710232,-0.451525,-0.378407,-0.79587,-1.33482,1.2045,0.782763,0.0705501,-1.31611,1.15787,-0.649642,-0.709976,-0.715933,-0.393086,2.17221,0.865982,0.550807,2.60512,0.20476,0.560531,-0.391061,1.36012,-1.18265,-0.578423,0.00114017,0.0761975,-0.269467,-0.939311,1.31688,-0.244026,0.834386,-0.587302,-1.29423,-2.07482,0.239883,0.930559,-1.79642,-0.324043,-1.49361,-1.16632,0.955731,0.1345,0.509304,-1.8539,0.411384,-0.820138,-0.452894,-0.235645,-1.29451,0.817414,-0.501037,-1.07686,1.27055,-0.698342,0.142579,0.777349,-0.0728708,-0.161831,0.566392,0.490387,0.879225,-0.43562,-0.553729,0.37023,0.861419,0.824431,0.00905805,0.920162,0.92728,0.281093,-2.47429,-0.0581838,1.24584,-0.648331,0.675034,-0.00293912,0.983034,-0.379792,-0.4456,1.71476,1.51867,-0.15482,1.6391,1.05915,0.760892,1.13662,-1.03353,0.645377,0.363327,-1.90253,-0.103332,0.556653,0.889287,0.0148372,-0.263395,0.608909,0.501849,-1.59188,-1.38362,0.0995498,-0.521053,-2.03271,1.81654,-0.769622,-1.46024,0.280931,0.114161,-0.952083,1.46457,-1.58861,-0.19774,-1.67785,0.251183,-0.261514,0.601143,0.566207,0.0439885,-1.13631,1.08296,-0.536358,3.5856,0.296159,-0.756471,-1.4374,-0.150793,-0.195119,-2.04292,0.118648,0.198742,-1.45314,-1.88415,0.942353,0.125012,-1.83567,-0.189183,1.15666,-0.914848,-1.01572,-0.315977,0.580919,-0.331426,-0.599913,-2.54003,-0.345356,-0.760849,-2.00663,-1.55269,-1.15082,-0.646125,0.834433,0.976871,-0.593276,1.73056,2.25964,0.482787,-0.67002,0.378334,-0.557848,1.2373,-0.870478,-1.14886,-0.232718,-1.00652,0.226332,-0.621722,0.0174027,-0.826234,0.0899328,1.58742,0.51271
-1016.6,0.993175,0.0319159,7,127,0,1111.4,1.30032,1.23989,1.01711,-0.52707,0.477231,-0.615896,0.0316483,0.0465646,-0.420709,1.56355,-0.319497,0.889816,-0.344798,-1.46787,-1.18175,0.278974,1.67112,0.732609,0.755155,-0.182742,0.891822,-0.0418598,-1.04651,0.0183387,-0.437534,0.678939,0.877378,0.546592,0.101392,-0.711643,-0.0321042,0.916006,-0.22692,-0.0698331,1.51194,-0.747532,2.30203,-0.466576,1.37078,-0.183836,-0.764046,0.152255,1.1926,-0.374974,0.174362,0.677122,0.325159,-1.01961,0.087156,-0.927738,-1.32635,-1.12701,-1.42239,-1.70711,-1.28735,1.79821,-0.131625,-1.16404,-0.367471,-0.597215,-0.131038,0.892142,0.257347,-0.622612,-1.07818,0.543382,-0.578739,2.03765,-1.48785,1.27101,-0.929122,0.490013,-0.217742,0.44566,-2.05778,-1.11147,-0.585682,-0.720048,-1.05922,1.33296,-0.377441,0.427372,0.410486,-2.22269,0.687017,0.509036,0.158335,2.09503,-0.670487,-0.935961,0.810918,1.16929,2.40999,-0.512561,0.475791,0.587086,-1.53179,-1.16577,0.555258,2.12087,0.143368,1.22127,0.918439,-1.20077,-1.38375,-0.523484,-1.37396,-0.678836,-1.54292,-0.234264,0.0292221,-1.39352,0.613785,1.31372,0.693439,0.187313,0.891295,0.404357,-1.40496,-0.476193,-1.03384,1.75193,-1.71155,-1.15041,2.66359,0.218627,-0.485012,1.61095,0.794927,-2.44165,0.302758,1.41393,0.190932,-1.57209,1.36488,-1.71452,-0.284905,-0.182608,0.70511,0.111668,-0.99141,1.42991,-0.512329,0.042225,1.69919,-2.23889,1.58203,-0.433303,-0.511266,0.23587,0.175161,-0.525301,0.442194,1.12735,0.891971,-2.57872,-0.377937,0.381622,1.07761,1.45212,1.6598,0.142377,-1.19407,0.357379,0.0452524,0.0282909,2.46504,-0.244052,-0.749357,0.679484,-0.664979,0.967772,0.403351,0.0101437,0.984373,-1.45995,0.298966,-0.373163,0.0267755,-1.2057,-0.821181,-0.928455,0.92316,-0.35155,-0.399666,-1.12183,0.343914,2.74281,0.836862,-0.441082,-0.234372,-0.497481,0.789737,-0.967653,0.531739,1.50947,0.511339
-1003.38,0.997667,0.0319159,7,127,0,1113.68,-0.424658,0.661539,-0.363564,0.537761,0.778623,-1.04386,0.0258194,0.642095,1.06872,-1.24533,-1.39066,-0.208809,-0.236054,-0.231174,-1.22879,2.00569,1.11116,0.121302,1.60799,0.391765,0.62329,0.24207,-0.383681,-0.606772,-0.518759,0.38526,0.606072,-0.0277828,-1.20318,-0.778331,-1.04741,-1.27117,1.8003,1.41364,1.82495,-1.26113,1.57016,-0.0470401,1.40795,-0.726197,-0.166424,3.36608,0.874226,0.79028,1.834,0.129611,1.10976,-0.567308,1.79396,-1.57681,-1.75551,-0.381105,0.229876,0.385245,-0.745686,1.60736,-0.163951,0.601632,-1.00948,-1.04281,-1.2207,0.386014,1.04076,-0.900193,-0.247967,-0.58779,-0.957342,0.585736,0.161476,0.37902,-1.2619,0.357695,-1.11773,-0.833375,-1.35376,-1.39168,0.595457,-0.0897115,-0.652863,1.152,-0.758533,0.408785,1.05811,-0.186943,0.520619,0.24567,0.509376,1.01665,-0.554821,-1.31791,0.390131,0.173859,0.598668,-0.376637,0.492702,0.0512639,-1.06703,-1.22471,0.205382,1.26016,-0.663829,1.63523,-0.266439,-0.0610308,-2.55966,-0.691447,1.3093,-1.46968,-0.873149,0.0446852,1.7513,2.15915,0.923099,0.630294,0.854966,1.37047,-1.10713,0.399478,0.646772,-0.567127,-0.778383,0.413974,0.188371,0.192142,-0.014959,-0.711646,0.267177,-2.06339,0.0713584,0.310896,0.0453853,0.347918,-0.728251,-0.844914,-1.5168,0.102909,-1.77686,0.150467,-0.686185,-0.315037,-0.733045,0.027933,0.827832,0.0712456,-1.0976,-1.59612,-0.455169,2.72015,0.632726,-1.80891,-0.31087,-0.342186,-0.407753,-1.00712,0.0557908,-2.39063,-1.81072,-0.33946,0.0399784,0.988374,-1.05223,-1.69663,0.553533,-1.37466,-0.345467,-0.664487,1.9028,-0.452907,-1.83554,0.534124,0.0394607,0.28299,-2.01515,-0.857568,-0.643447,-0.0975714,0.458545,1.30452,-0.461059,2.07493,0.734568,-1.40661,-0.508138,1.37994,-0.578325,1.02085,-0.855648,0.188308,1.34326,-1.05731,0.248813,-0.116609,1.16065,-1.20981,0.480681,1.36929,0.680185
-1003.82,0.989562,0.0319159,7,127,0,1109.15,1.83952,-0.252619,-0.798454,1.44893,0.194992,-1.34023,0.366091,-0.408333,-0.590541,0.651859,-0.384254,0.158932,-0.341779,-0.987574,-0.556982,-0.133447,1.64881,1.14516,1.13574,-1.02929,1.47445,0.0932905,-2.05438,-0.384228,-0.811796,1.07535,0.625938,0.227184,1.18497,0.0748665,-0.517785,1.27613,0.00593004,1.00615,-0.301662,-0.660181,0.975903,-0.693048,1.3211,-0.406819,-1.13483,-0.420983,1.14467,-0.369281,0.451666,0.204493,0.450189,-0.762386,0.0407792,-0.984647,-0.481068,-0.484528,-1.89504,-1.87708,-1.23738,2.15605,-0.161349,-1.32259,-0.0457382,-0.341702,-0.736863,0.973367,0.896784,-1.37306,-0.677431,0.178737,-0.519237,2.17366,-1.40433,0.815986,-0.964769,0.471451,-0.485616,0.86542,-1.32119,-0.524892,-1.07238,-0.853199,-2.09645,0.835499,-0.449176,0.305894,0.954891,-2.31217,0.272498,0.663794,-0.330719,2.65578,-0.900937,-0.247538,1.24972,1.87755,1.86586,-0.687346,-0.119692,0.22993,0.00597914,-1.37812,0.182656,1.90008,0.421333,1.11554,1.00569,0.300281,0.513766,-0.10886,-0.417963,1.68921,-1.35295,1.38242,-0.603604,-2.73677,0.8367,-0.597399,2.39073,-0.365502,0.260599,0.00474586,-1.54317,0.682546,0.136593,0.466325,-1.13459,-1.08281,0.899848,0.119325,-0.400746,3.16863,-0.94909,-1.23929,-0.0366734,0.674857,0.856131,-0.432003,1.59044,-0.967245,-0.682314,-0.541043,-0.449881,0.757947,-1.02075,0.863057,-0.577912,0.0911069,0.235618,1.42845,1.18501,1.17741,-0.276085,0.790756,-1.01979,-0.345021,0.740781,0.266242,0.123338,-0.313559,-0.167378,-0.55781,1.67907,1.50459,0.805516,1.53238,0.287076,1.25059,0.14376,0.848009,2.61303,0.121138,1.76113,-0.926424,0.397225,0.13349,0.518321,-0.36475,0.596101,-2.05756,1.20308,-0.160346,-0.0985585,0.185212,0.61053,1.00106,0.152284,-0.83932,-0.462256,-0.525159,0.712504,0.368108,-0.34748,-0.335566,-0.22608,-0.555884,0.413191,-2.16564,0.76649,1.6036,0.79883
-1004.95,0.990138,0.0319159,7,127,0,1108.79,1.44304,-0.407703,-0.226382,1.48101,0.204119,-1.09635,0.17897,-0.137014,-0.148404,0.509147,-0.100396,-0.0345001,-0.483218,-1.11741,-0.246211,0.319385,1.36485,0.634713,1.02128,-1.08738,1.864,-0.456857,-2.07314,-0.334259,-0.781476,0.963866,0.547993,0.652586,1.33199,0.431704,-0.518424,0.702779,0.221373,1.00373,-0.368183,-0.802995,0.860821,-0.755011,1.12409,-0.619097,-1.15542,-0.332988,1.31368,-0.606881,0.599924,0.0900717,0.517187,-0.674105,0.159191,-0.859844,-0.602084,-0.496897,-1.7369,-1.79519,-0.946521,2.44295,-0.247157,-1.06563,-0.0730328,-0.443337,-0.582133,0.604204,0.440586,-1.44806,-1.07785,0.0564969,-0.757532,2.19097,-1.433,0.69888,-0.690209,0.739679,-0.203393,0.988551,-1.66543,-0.78021,-0.980121,-0.663092,-1.74427,1.11862,-0.738029,0.158485,0.658535,-2.01241,0.175179,0.220689,-0.396062,2.99248,-0.510393,-0.340158,1.11437,2.07046,1.83953,-0.388617,-0.167654,0.265035,-0.262305,-1.39437,0.574893,2.0563,0.37227,1.15979,0.575695,0.101371,0.323008,-0.552178,-0.0203024,1.56399,-1.1331,1.05348,-0.436417,-2.9748,1.33412,-0.899062,2.06767,-0.536672,0.365137,-0.0733686,-1.19897,0.520161,0.305079,1.00619,-1.36398,-1.1932,1.05642,0.406995,0.176766,2.76603,-0.919424,-1.24898,-0.25519,0.568181,1.20981,-0.46205,1.53365,-0.639203,-0.444408,-0.273555,0.109933,0.250071,-0.917699,0.848505,-0.355402,0.31414,-0.0739297,1.43935,0.900097,1.34098,-0.490621,0.892965,-0.793888,-0.0177939,0.987385,-0.299053,0.253609,0.399873,0.43462,-0.253316,1.77449,1.37212,1.13594,1.6318,0.114806,1.68883,-0.113112,1.2465,2.79235,0.32963,1.22416,-0.863884,0.593746,0.00101127,0.806406,-0.562202,0.394026,-2.13111,1.14713,0.117122,0.0721049,0.442886,0.200796,1.32706,0.289515,-0.34752,-0.186875,-0.42752,0.569222,-0.0841925,-0.0376108,-0.532021,-0.12263,-0.461739,0.498831,-2.40362,0.589349,1.79239,0.961209
-993.651,0.998017,0.0319159,7,127,0,1100.17,-0.925023,0.582879,0.0304539,-0.178758,0.00375097,-1.25929,-0.122981,-0.0949425,-0.671568,-1.67509,0.287492,-0.316753,-0.154048,-0.199605,-2.03894,0.875168,1.55615,1.09925,1.96419,0.568755,-0.60291,1.03925,-0.214214,-1.00509,-0.336067,0.367892,0.452244,-0.338125,-1.70663,-1.47999,-1.00332,-0.948915,1.25544,-0.227906,2.37271,-1.27193,2.22363,-0.0501226,0.478422,-0.589717,-0.156039,2.22584,0.994226,1.57784,1.33969,0.931744,0.790986,-0.545669,1.77924,-1.29812,-1.18038,-0.399731,0.324525,0.0357202,-1.11712,1.25482,0.236893,0.245584,-0.824126,-1.08555,-1.63621,0.945957,1.30267,-0.371363,-0.178701,-0.61744,-1.30108,1.00842,0.171714,0.799571,-1.93612,0.025857,-1.41588,-1.07181,-1.53254,-1.61815,1.03539,-0.726124,-0.75517,2.1571,-0.999427,-0.10597,0.433657,-0.842498,0.0955582,0.625355,0.491735,0.655538,-1.08911,-1.19451,0.0186666,-0.0317229,0.594784,-0.363529,0.874026,-0.126154,-1.15925,-1.19845,-0.0457387,2.23466,-0.982343,1.51905,-0.208455,-0.467891,-1.90337,-0.651217,0.416188,-1.28033,-0.856243,0.0497334,0.893989,2.52733,0.346759,0.679585,0.728285,1.00107,-1.58919,1.29027,-0.153279,0.552363,-1.34661,0.191172,0.326059,0.890701,0.308329,-1.50441,-0.345814,-0.817832,-0.718624,0.949383,-0.344704,0.174998,-0.35234,-0.586177,-0.465342,0.179769,-1.51393,0.0176411,-1.16476,-0.192017,-0.589697,0.709313,0.519685,-0.444338,-0.0960256,-1.77221,0.866243,1.4456,0.530912,-1.01119,-0.0814324,-0.164138,-0.399298,-0.504566,1.00535,-2.77559,-1.84843,-0.870253,0.609207,1.03691,-0.875835,-1.14234,0.972365,-1.16044,-0.0708296,-1.26408,1.03592,-0.439135,-1.65994,0.177287,-0.809442,0.846873,-2.17008,-1.0283,-0.477065,-0.00528923,0.964368,1.01284,-0.446029,0.757056,0.634949,-1.36595,0.0245672,0.579388,-0.186798,1.38561,-1.03573,1.35856,0.411119,-0.923446,0.292471,-0.5229,0.514367,-0.355975,0.176777,1.89117,1.2802
-994.371,0.980843,0.0319159,7,127,0,1089.62,0.608317,0.924832,-0.175482,-0.692847,0.0239483,-1.10785,0.957233,0.960636,2.30863,-0.330698,-0.69876,0.0828248,-0.651971,-0.287751,-1.80576,-0.0723864,1.57409,0.356438,0.0677545,-1.07291,1.11003,-0.162829,-1.28798,-0.538555,-0.224651,0.910751,0.647599,0.162983,-0.18347,-1.10108,-0.656241,0.73842,0.499623,0.340001,0.782964,-1.91092,1.98965,0.544935,0.749834,-1.29028,-1.26227,1.69842,2.02512,-0.132421,0.796661,0.188322,0.927269,-0.810842,0.302971,-0.135957,-0.765467,-0.472914,-0.995112,-1.25169,-1.33883,2.02141,-0.327177,0.0944641,-0.179825,-0.233998,0.0517303,0.389534,2.58337,-0.774963,-0.235514,0.373397,1.06041,1.4607,-0.242193,1.53872,-0.884479,-0.27849,-0.136141,-0.395869,-0.661653,-2.49956,-0.320491,-1.73678,-1.3234,0.71479,-0.947769,-0.0258116,0.870567,-1.0966,0.140219,0.144995,-0.32234,0.501474,-0.921019,-0.286679,-0.214806,0.889496,1.61845,-0.581693,-0.44176,0.501599,-0.5942,-1.83874,-0.351956,1.74026,0.12463,2.28862,0.321161,-0.251312,0.860731,-0.427741,1.00821,0.837165,-0.9638,-0.49074,-0.0535421,1.26579,0.931899,0.384897,0.667533,0.708806,-0.743455,-0.271266,-1.84842,0.326263,1.2753,0.635204,-0.949753,-1.39376,0.719776,0.435092,0.790735,0.281874,-1.30647,-1.27632,0.061876,0.529074,0.0326977,-0.754256,0.406505,-1.53234,-1.17099,-1.81493,-1.52854,0.4399,-1.21753,1.95365,-0.408484,0.120121,0.0948231,-0.249122,1.15582,2.04273,-1.90372,0.492257,-1.64814,-1.03781,0.479219,-0.270412,0.5604,0.705964,0.967358,-1.16456,1.15681,1.45713,0.457557,0.00677902,0.321166,-0.0655631,-0.123463,-0.720724,1.95832,-0.83707,-0.270445,-0.429402,-0.745222,-0.584807,0.140461,-1.54251,0.613519,-2.11144,1.42971,0.0951662,-0.24043,1.07557,0.45639,0.672273,0.705581,0.366902,-0.720799,-0.156795,-0.364318,-0.153935,1.04794,0.290695,0.350974,-0.909164,0.311685,-0.0677375,0.167239,2.03484,0.826029
-983.557,0.996248,0.0319159,7,127,0,1086.81,-0.105842,-1.26976,-0.0716988,1.73359,0.296397,-0.0357789,0.426181,-0.27105,-0.0660321,0.614909,-0.363857,-0.433636,-0.109613,-0.730585,-1.07891,0.869632,0.865168,0.826118,2.19002,0.604902,0.301661,0.703327,-0.90944,-0.951964,-1.19241,-0.0584364,0.725886,-0.461526,-0.892962,-0.713594,-0.40756,-0.733406,0.419095,0.124083,0.571152,-0.480701,1.56123,-1.76373,0.466899,-0.996808,-0.821181,1.98594,0.481734,1.32109,1.81955,1.13681,1.13833,-0.609601,1.45258,-1.56088,-1.00528,-0.311049,0.00230902,-0.19188,-0.0894973,1.13035,0.391181,-0.246153,0.0313995,-0.573177,-1.7466,1.37852,1.32641,-0.785966,-0.69726,-0.680927,-1.91236,1.15604,-0.483442,0.432765,-1.27585,0.600927,-1.24687,-0.0311995,-2.53689,-1.22162,-0.00997736,0.238732,-0.990948,2.2324,-0.616454,0.0428878,0.474371,-1.27245,0.472309,0.610025,0.443845,1.27876,-0.53022,-2.03331,0.695002,0.462898,0.281613,-0.31719,1.21501,-0.0849718,-0.489621,-0.525401,0.250325,1.54511,-0.973004,1.26691,-0.464269,-0.507747,-2.28961,-0.879685,-0.400249,-0.762106,-0.064709,1.2882,0.384924,-1.63683,0.359857,-0.337526,1.10929,0.853564,-0.0496196,1.65456,-0.442967,0.196113,-2.32506,0.457064,-0.527035,-0.998674,0.819224,-0.533398,-1.08877,1.69724,-0.273481,-0.344125,0.957788,0.644691,0.648572,-1.6578,-0.181264,0.768518,-1.41032,0.968465,-1.00706,0.24286,-0.683023,-0.335654,0.75905,0.293024,-0.108085,-0.138299,0.152104,1.42617,1.03957,-0.676001,0.420709,1.37626,-0.134628,-0.0421216,0.138686,-3.9528,-2.3056,-0.604552,0.450459,1.49571,-0.0822431,0.585493,0.659415,-0.0963841,0.547467,-0.443654,1.53505,-0.102163,-1.15473,-0.132771,-0.208337,0.885187,-2.10015,-0.272978,-0.597536,-0.0314921,0.745845,0.828292,0.0705809,0.62283,0.932004,-0.741867,0.783079,-0.177439,-0.322439,2.02296,-0.145647,1.13362,-0.19958,-1.61006,-0.16899,-0.77475,0.0887354,-2.29779,0.864792,2.09303,1.59293
-1015.35,0.994322,0.0319159,7,127,0,1096.04,-0.082779,0.23195,0.476199,-0.0158587,0.77257,-0.33253,1.70646,1.50727,0.334992,-0.708924,-1.30515,1.75393,0.203562,-0.873348,-1.05794,1.36944,0.759441,-0.617133,1.70684,-0.162038,0.126695,0.385391,-0.863863,-1.80829,-1.68466,0.247375,-0.140784,-0.922477,0.00199734,-1.39662,-1.88002,-0.00881089,0.00202918,0.163044,0.186386,-0.75569,1.6867,-0.843945,-0.0903847,-1.69196,-0.599786,0.510998,1.06874,1.12867,1.52246,-0.0521417,0.631311,-0.150373,1.79693,-0.180214,-1.13663,-0.378148,0.620261,-0.966214,-1.73814,2.05034,0.589736,-0.195173,-1.13392,-1.00889,-0.100468,1.67462,2.23542,-1.93826,-1.12748,0.075632,0.114523,1.60513,-0.383479,1.02805,-1.32832,-0.643689,-1.10861,0.242987,-0.793876,-0.803007,-0.599968,-0.931046,-1.3203,0.712946,0.0634655,0.146591,1.05113,-0.600846,1.45491,-0.176877,-0.0456413,1.47701,-1.26309,-0.237752,1.76982,1.71928,0.825501,-1.42697,0.766727,-0.0905182,-0.6258,-2.30115,0.0820582,0.972767,-0.058662,1.05677,1.40174,0.0204092,0.76327,-0.0225018,0.972926,0.483848,0.322805,-0.0581159,0.163703,-0.551608,1.32004,-0.376461,1.83718,0.666179,-0.979316,0.418898,-0.455813,0.555176,1.35675,0.860101,-1.55866,-0.622792,0.492239,-1.91113,1.21992,0.221562,-1.7189,-0.0133838,-0.0897874,0.187664,2.24954,-1.65394,-0.358952,-0.887634,-0.463079,-0.585935,-0.57667,-0.860737,-1.18458,2.05463,-0.156433,-0.0476183,-0.369938,-1.44967,-0.557435,1.82711,-0.530561,-0.608159,-1.97951,-0.449348,2.23337,-0.860569,-0.869207,0.00147478,0.444855,-1.14804,1.1427,0.159031,0.0154846,-0.143065,-1.00571,-0.841748,1.34511,0.160875,0.757429,-0.36163,-0.870915,-0.918106,-1.33855,0.238032,-0.589214,0.304635,-0.0318659,-3.12177,1.18403,0.218112,0.112207,0.747166,1.03452,0.762412,-1.53597,0.605451,0.808793,-0.394698,-0.324565,0.68077,0.521638,0.418045,0.893937,-1.40278,0.394592,0.252486,0.859204,1.69305,0.960431
-1014.26,0.988038,0.0319159,7,127,0,1123.29,0.0340119,-0.146911,-0.00946547,1.13045,0.411446,-0.991581,-0.430371,-0.335817,-0.520771,-0.344665,-0.515268,1.19622,-0.0837064,-0.774149,-1.52453,-0.207078,1.05289,0.96747,-0.196818,-0.485718,1.86583,-0.161644,-0.210653,-0.991254,-0.612469,1.53905,-0.230767,0.035337,-0.710495,-0.358668,0.0827373,-0.8037,0.609,1.13624,0.578411,-2.00963,2.1433,-0.852227,-1.04858,-0.650841,-0.317516,1.97479,1.48215,-0.145981,0.668528,0.759697,1.03963,-0.834668,0.730475,-1.61495,-0.581814,-0.763689,0.433449,0.872706,-0.362931,2.78831,-0.328997,-0.704352,-0.120245,-0.964824,-1.0416,1.59654,0.569456,-0.748435,-0.902515,-0.803255,-1.16653,0.810346,-0.811152,0.514563,-0.704113,0.413837,-0.347857,-0.533801,-2.07423,-1.3004,-0.553107,-0.0899943,-2.08136,1.71494,-1.45645,-0.624039,1.35066,-1.70957,-0.181889,-0.209307,-0.247852,1.57799,-1.44743,-0.0151552,0.328149,0.54204,0.89544,-0.0675637,0.382715,0.5826,-1.10845,-0.529792,-0.0847965,1.78393,-0.492811,0.131092,2.44298,0.841323,0.666454,0.103549,-0.268187,-0.113662,-1.89781,0.562281,0.4779,-0.315014,1.23194,-0.0599659,-0.16141,0.274273,-1.49291,-0.764311,-1.45562,0.170893,-2.77436,-0.425742,-0.914322,-0.199485,1.26117,-0.813083,0.0871976,0.117814,-1.98552,-1.62189,-0.320863,0.92937,-1.06858,-0.0119735,0.505526,0.0284976,0.0226865,-0.375942,-1.98383,0.179335,-0.0797834,0.863944,1.80681,-0.0117454,-0.160045,0.0641653,1.51287,1.10293,0.362314,0.421115,0.458349,0.84312,0.812174,-0.638719,0.267815,-1.41481,-2.43817,-1.36036,2.0918,2.46983,1.25847,0.355886,0.977574,-0.226895,0.18377,-2.71307,3.00356,0.225834,-1.78308,-1.30656,0.234315,-0.219967,-1.89679,-1.47837,-0.935209,-0.0775078,0.0777946,1.27518,-0.699122,0.657491,-0.0666228,-1.51294,-0.130931,0.262789,-0.871198,-0.176146,0.335463,-0.825547,-0.13361,-0.783545,-0.268006,-0.104927,0.853271,-1.66572,0.211296,1.24133,0.707267
-1021.54,0.990767,0.0319159,7,127,0,1105.19,-0.727074,2.84763,-1.01949,1.42063,0.121799,0.359684,0.791226,-0.42141,0.381481,0.409797,0.780704,-1.70832,-0.274462,0.0483726,-0.296354,1.82048,1.31928,0.212465,2.90733,0.1345,-0.377408,0.352335,-2.05024,-0.473001,-0.643934,-0.0587722,0.716748,0.103462,0.540865,-0.262051,-1.48914,0.831983,0.968305,-0.173998,1.14348,-0.0140064,0.55538,-0.000961877,2.03445,-0.576578,-1.28821,1.37541,1.08586,0.718324,1.79737,0.589338,0.666394,-0.158614,1.03641,0.339111,-1.18247,0.0335047,-1.69125,-2.54117,-1.29983,1.70621,0.373916,0.762211,-0.425548,-0.214534,-0.636607,-0.233658,1.33881,-0.96931,0.17668,0.723179,-0.169518,2.3578,-0.308372,1.68131,-1.74943,0.222902,-1.32605,0.761822,-0.273378,-0.682428,0.34883,-1.44936,-0.298273,1.1285,0.0885118,1.36207,0.0582672,-0.467515,1.16631,1.56357,0.313858,1.53276,-1.40385,-1.41942,1.2173,1.29628,1.26075,-0.441209,0.267362,-0.180934,-1.00057,-2.36955,0.652805,1.50726,-0.101938,1.84404,-1.16933,-0.935819,-2.75989,-1.59669,0.695151,0.701353,-0.325239,0.556232,0.599269,-0.369506,0.382246,-0.0334232,1.83649,0.205933,-0.107873,1.29679,-0.0322363,0.843956,1.20778,1.46638,-0.421878,-0.516243,-0.0856441,-0.521843,-0.510904,0.980154,0.411667,0.742321,-0.372078,-0.432723,1.51414,-1.33252,0.32562,-0.222829,-1.66589,-0.144397,0.449157,-0.156332,-1.3103,0.63682,-1.07423,0.0819436,0.0441858,-0.592925,0.419761,1.75726,-0.11453,-0.373947,-1.20635,-0.967954,-0.614447,-0.0690896,0.680121,-1.3594,0.686195,-0.15848,0.192049,-0.305178,-0.976073,-0.295947,-0.222835,-0.47713,-0.839526,1.75451,0.844904,-0.794288,0.456572,0.00804096,-1.01063,0.70308,-0.153222,-0.242108,0.865101,-2.42434,1.44288,-0.183289,-0.0852943,1.04397,0.598252,0.836665,-0.211124,-0.367712,0.295814,0.832556,-1.58832,1.27394,0.841684,-0.854775,-0.0980217,0.147446,0.0566567,-3.36405,0.322423,1.14136,0.848528
